SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,-0.47,"14,615",10.69,NIFTY_50,2026-01-13
LICNMID100,LIC MF Nifty Midcap 100 ETF,-0.47,"7,007",59.59,NIFTY_MIDCAP,2026-01-13
MIDCAP,Nifty Midcap 50 Index,-0.48,"59,917",173.59,NIFTY_MIDCAP,2026-01-13
ICICIB22,S&P BSE BHARAT 22 index,-0.48,"6,29,682",116.95,,2026-01-13
CONSUMBEES,Nifty India Consumption TRI,-0.49,"70,560",133.27,FMCG,2026-01-13
MONIFTY100,Nifty 100 Total Return Index,-0.49,"4,589",26.28,NIFTY_100,2026-01-13
GOLDIETF,Gold,-0.50,"1,18,24,930",120.51,GOLD,2026-01-13
GROWWRAIL,Nifty India Railways PSU Index,-0.50,"6,18,748",33.79,PSU,2026-01-13
GROWWPOWER,BSE Power Index - TRI,-0.52,"67,83,444",9.51,,2026-01-13
MOTOUR,Nifty India Tourism Total Return Index,-0.52,"23,789",80.89,,2026-01-13
GOLDETF,Mirae Asset Gold ETF,-0.52,"27,74,803",136.00,GOLD,2026-01-13
AUTOIETF,Nifty Auto Index,-0.52,"4,05,346",28.66,AUTO,2026-01-13
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,-0.54,"1,598",214.70,LOW_VOLATILITY,2026-01-13
GOLD360,Commodity-Gold,-0.55,"66,628",136.70,GOLD,2026-01-13
SETFGOLD,Gold,-0.55,"1,19,62,248",119.99,GOLD,2026-01-13
LICNETFN50,Nifty 50,-0.55,407,286.50,NIFTY_50,2026-01-13
LICNETFSEN,SENSEX,-0.57,126,935.01,SENSEX,2026-01-13
HDFCNIF100,HDFC NIFTY 100 ETF,-0.59,"62,918",27.14,NIFTY_100,2026-01-13
PHARMABEES,Nifty Pharma TRI,-0.60,"47,58,613",23.10,HEALTHCARE,2026-01-13
LICNFNHGP,Nifty 100,-0.60,864,285.91,NIFTY_100,2026-01-13
AXSENSEX,AXIS S&P BSE SENSEX ETF,-0.61,"1,671",86.00,SENSEX,2026-01-13
MOINFRA,BSE India Infrastructure Total Return Index,-0.63,"3,548",58.05,INFRASTRUCTURE,2026-01-13
MID150,Nifty Midcap 150 Index,-0.63,"65,000",22.15,NIFTY_MIDCAP,2026-01-13
NV20,Nifty50 Value 20,-0.67,"9,599",153.77,NIFTY_50,2026-01-13
GROWWEV,Nifty EV and New Age Automotive Index,-0.68,"1,12,405",30.84,AUTO,2026-01-13
MOMGF,Nifty India Manufacturing Total Return Index,-0.68,172,151.16,MANUFACTURING,2026-01-13
SETFNN50,Nifty Next 50,-0.70,"46,097",727.50,NIFTY_50,2026-01-13
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,-0.73,"8,07,997",95.25,INFRASTRUCTURE,2026-01-13
MOREALTY,Motilal Oswal Nifty Realty ETF,-0.73,"8,47,738",85.81,REALTY,2026-01-13
MAKEINDIA,Nifty India Manufacturing Total Return Index,-0.82,"1,33,700",154.15,MANUFACTURING,2026-01-13
INFRABEES,Nifty Infra,-1.03,"37,587",954.00,INFRASTRUCTURE,2026-01-13
MODEFENCE,Nifty India Defence Total Return Index,-1.34,"35,54,502",85.70,DEFENCE,2026-01-13
GROWWDEFNC,Nifty India Defence Index- Total Return Index,-1.40,"4,56,211",78.16,DEFENCE,2026-01-13
