SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
NEXT50IETF,Nifty Next 50,-1.04,"9,35,513",71.99,NIFTY_NEXT_50,2026-01-11
EQUAL50,Nifty50 Equal Weight,-1.05,"2,179",331.74,QUALITY,2026-01-11
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,-1.05,"2,464",59.51,NIFTY_BANK,2026-01-11
ALPHA,NIFTY Alpha 50 Index,-1.06,"16,84,894",47.55,ALPHA,2026-01-11
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,-1.07,"3,83,614",46.98,SMALLCAP,2026-01-11
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,-1.09,"78,642",41.00,NIFTY_50,2026-01-11
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,-1.11,"3,41,128",23.97,,2026-01-11
AXISHCETF,Nifty Healthcare Index,-1.12,"3,699",148.88,HEALTHCARE,2026-01-11
MOPSE,Nifty PSE Total Return Index,-1.12,"3,255",98.38,,2026-01-11
CONSUMIETF,Nifty India Consumption Index,-1.13,"30,044",124.25,FMCG,2026-01-11
CHEMICAL,Nifty Chemicals Index (TRI),-1.14,"5,32,900",28.69,,2026-01-11
NPBET,Nifty Private Bank Index,-1.16,464,293.80,NIFTY_BANK,2026-01-11
NV20,Nifty50 Value 20,-1.17,"8,872",153.50,NIFTY_50,2026-01-11
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,-1.18,"21,70,982",10.03,,2026-01-11
CONSUMER,Nifty India New AgeConsumption,-1.18,"4,91,189",11.71,FMCG,2026-01-11
EVINDIA,Nifty EV and New Age Automotive Total Return Index,-1.20,"2,51,976",31.23,AUTO,2026-01-11
GROWWMC150,Nifty Midcap 150 Index - TRI,-1.30,"1,092",220.58,NIFTY_MIDCAP,2026-01-11
GROWWPOWER,BSE Power Index - TRI,-1.33,"21,40,436",9.62,,2026-01-11
MOINFRA,BSE India Infrastructure Total Return Index,-1.36,"9,555",58.23,INFRASTRUCTURE,2026-01-11
SELECTIPO,BSE Select IPO Index,-1.41,"24,302",44.74,,2026-01-11
GROWWCAPM,Nifty Capital Markets Index,-1.42,"6,38,542",9.69,,2026-01-11
MOREALTY,Motilal Oswal Nifty Realty ETF,-1.45,"9,35,137",87.98,REALTY,2026-01-11
GROWWRLTY,Index,-1.50,"1,78,538",9.84,,2026-01-11
MOSMALL250,Motilal Oswal Nifty Smallcap 250 ETF,-1.51,"14,80,120",16.34,SMALLCAP,2026-01-11
MOALPHA50,Nifty Alpha 50 Total Return Index,-1.54,"12,408",49.33,ALPHA,2026-01-11
SMALL250,Nifty Smallcap 250,-1.58,"3,19,214",16.23,SMALLCAP,2026-01-11
MOIPO,BSE Select IPO Total Return Index,-1.65,"5,234",44.83,,2026-01-11
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,-1.67,"16,73,226",163.45,SMALLCAP,2026-01-11
SMALLADD,Nifty Smallcap 250 Index,-1.70,"38,983",16.21,SMALLCAP,2026-01-11
MOCAPITAL,Nifty Capital Market Total Return Index,-1.77,"5,04,595",46.00,IT,2026-01-11
GROWWRAIL,Nifty India Railways PSU Index,-1.82,"10,13,575",34.07,PSU,2026-01-11
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,-1.92,"46,32,940",42.82,SMALLCAP,2026-01-11
NEXT50ADD,Nifty Next 50 TRI,-2.77,"10,876",68.68,NIFTY_NEXT_50,2026-01-11
