SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,2.01,"23,74,485",43.10,SMALLCAP,2026-02-09
GROWWNET,Index,1.98,"1,18,733",9.78,,2026-02-09
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,1.95,"12,035",60.10,QUALITY,2026-02-09
SNXT50BETA,BSE Sensex Next 50,1.93,"9,246",93.45,SENSEX,2026-02-09
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,1.90,"1,93,188",31.65,MOMENTUM,2026-02-09
INTERNET,Equity Index,1.86,"36,463",13.15,,2026-02-09
GROWWMETAL,Nifty Metal Index,1.86,"11,94,312",11.52,METAL,2026-02-09
ALPHA,NIFTY Alpha 50 Index,1.85,"11,33,696",48.50,ALPHA,2026-02-09
BBNPPGOLD,Baroda BNP Paribas Gold ETF,1.80,"3,14,892",149.75,GOLD,2026-02-09
MONQ50,Nasdaq Q-50 Total Return Index,1.77,"1,09,942",99.44,NASDAQ,2026-02-09
AXISGOLD,Gold,1.77,"25,17,081",128.55,GOLD,2026-02-09
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,1.76,"7,25,907",31.85,MOMENTUM,2026-02-09
PSUBANKADD,DSP Nifty PSU Bank ETF,1.76,"2,83,017",91.00,NIFTY_PSU_BANK,2026-02-09
GOLDIETF,Gold,1.76,"1,48,02,198",132.30,GOLD,2026-02-09
GROWWRLTY,Index,1.73,"4,17,310",9.40,,2026-02-09
AXISVALUE,Nifty500 Value 50 TRI,1.72,"1,55,752",33.70,VALUE,2026-02-09
GROWWEV,Nifty EV and New Age Automotive Index,1.71,"4,02,524",30.89,AUTO,2026-02-09
GOLDBND,Commodity - Gold,1.71,"1,19,909",154.77,GOLD,2026-02-09
MIDCAPETF,Mirae Asset Mutual Fund - Mirae Asset Nifty Midcap 150 ETF,1.70,"21,85,554",22.71,NIFTY_MIDCAP,2026-02-09
METALIETF,Nifty Metal Index,1.67,"4,35,84,385",12.17,METAL,2026-02-09
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,1.64,"49,417",43.35,HEALTHCARE,2026-02-09
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,1.64,"7,91,490",25.44,ALPHA,2026-02-09
TATAGOLD,Tata Gold Exchange Traded Fund,1.63,"15,33,88,029",14.96,GOLD,2026-02-09
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,1.61,"3,68,802",32.77,FINANCIAL_SERVICES,2026-02-09
MIDSELIETF,S&P BSE Midcap Select Index,1.61,"2,78,480",18.30,NIFTY_MIDCAP,2026-02-09
GOLDETF,Mirae Asset Gold ETF,1.59,"23,95,542",150.00,GOLD,2026-02-09
GROWWNXT50,Index,1.57,"19,695",69.90,,2026-02-09
ELM250,Nifty LargeMidcap 250 TRI,1.57,"19,18,211",16.77,NIFTY_MIDCAP,2026-02-09
EVINDIA,Nifty EV and New Age Automotive Total Return Index,1.55,"1,87,211",30.88,AUTO,2026-02-09
MID150CASE,Zerodha Nifty Midcap 150 ETF,1.55,"20,42,798",11.14,NIFTY_MIDCAP,2026-02-09
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,1.54,"43,993",31.59,MOMENTUM,2026-02-09
BSLGOLDETF,Gold,1.54,"3,09,688",135.46,GOLD,2026-02-09
MAKEINDIA,Nifty India Manufacturing Total Return Index,1.53,"55,257",158.50,MANUFACTURING,2026-02-09
NIFTY100EW,Nifty 100 Equal Weight Index,1.53,"22,509",34.48,NIFTY_100,2026-02-09
HEALTHADD,DSP Nifty Healthcare ETF,1.53,"3,812",145.00,HEALTHCARE,2026-02-09
METAL,Nifty Metal Total Return Index,1.50,"3,10,52,880",12.17,METAL,2026-02-09
MSCIADD,MSCI India Index,1.49,"18,704",30.66,,2026-02-09
SBINEQWETF,Nifty50 Equal Weight,1.49,"30,797",34.00,NIFTY_50,2026-02-09
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,1.49,"4,33,224",48.23,SMALLCAP,2026-02-09
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,1.48,"3,04,115",51.95,MOMENTUM,2026-02-09
MANUFGBEES,Nifty India Manufacturing TRI,1.46,"18,971",156.70,MANUFACTURING,2026-02-09
MOM100,Nifty Midcap 100,1.45,"10,41,223",64.95,NIFTY_MIDCAP,2026-02-09
QUALITY30,Nifty200 Quality 30 Index,1.43,"7,439",21.27,QUALITY,2026-02-09
MID150BEES,Nifty Midcap 150 TRI,1.42,"8,73,786",229.99,NIFTY_MIDCAP,2026-02-09
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,1.41,"1,90,771",124.16,VALUE,2026-02-09
LICNMID100,LIC MF Nifty Midcap 100 ETF,1.41,"5,998",60.49,NIFTY_MIDCAP,2026-02-09
CONSUMER,Nifty India New AgeConsumption,1.40,"1,93,140",11.58,FMCG,2026-02-09
MONEXT50,Nifty Next 50 Total Return Index,1.40,"1,883",69.46,NIFTY_NEXT_50,2026-02-09
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,1.38,"39,631",63.31,MOMENTUM,2026-02-09
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),1.38,"12,567",224.78,NIFTY_MIDCAP,2026-02-09
MIDCAPIETF,Nifty Midcap 150,1.37,"20,40,442",22.96,NIFTY_MIDCAP,2026-02-09
PVTBANKADD,DSP Nifty Private Bank ETF,1.37,"34,960",29.70,NIFTY_PRIVATE_BANK,2026-02-09
MOGOLD,Domestic Price of Physical Gold,1.37,"1,08,800",151.60,GOLD,2026-02-09
MULTICAP,Nifty500 Multicap 50:25:25 Index,1.36,"2,29,470",16.43,MULTICAP,2026-02-09
HEALTHIETF,Nifty Healthcare Index,1.36,"1,18,891",147.00,HEALTHCARE,2026-02-09
EVIETF,Nifty EV & New Age Automotive ETF,1.35,"48,441",30.85,AUTO,2026-02-09
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,1.30,"30,723",41.41,NIFTY_50,2026-02-09
MOTOUR,Nifty India Tourism Total Return Index,1.29,"10,970",80.95,,2026-02-09
HNGSNGBEES,Hang Seng Index,1.27,"1,40,253",545.13,,2026-02-09
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,1.25,"68,461",9.73,MOMENTUM,2026-02-09
BFSI,Nifty Financial Services Index,1.25,"3,59,069",29.10,FINANCIAL_SERVICES,2026-02-09
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,1.25,"1,10,673",10.50,NIFTY_50,2026-02-09
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,1.24,"1,220",212.82,LOW_VOLATILITY,2026-02-09
AUTOIETF,Nifty Auto Index,1.24,"6,20,256",28.63,AUTO,2026-02-09
TNIDETF,Nifty India Digital Index,1.23,"43,982",92.71,DIGITAL,2026-02-09
MIDCAPADD,Nifty Midcap 150 Index,1.23,"12,906",22.22,NIFTY_MIDCAP,2026-02-09
EQUAL50,Nifty50 Equal Weight,1.22,523,337.95,QUALITY,2026-02-09
EQUAL200,BSE 200 Equal Weight,1.20,"22,840",13.51,QUALITY,2026-02-09
AONETOTAL,Nifty Total Market Index,1.19,"5,09,318",11.95,TOTAL_MARKET,2026-02-09
SENSEXBETA,SENSEX,1.17,"3,146",929.00,SENSEX,2026-02-09
SNXT30BEES,BSE Sensex Next 30 Index,1.16,"12,186",41.00,SENSEX,2026-02-09
MIDCAP,Nifty Midcap 50 Index,1.14,"58,755",175.97,NIFTY_MIDCAP,2026-02-09
SENSEXADD,DSP S&P BSE Sensex ETF,1.14,"2,035",86.24,SENSEX,2026-02-09
AXISCETF,NIFTY India Consumption Index,1.13,"1,404",122.17,FMCG,2026-02-09
TOP15IETF,Nifty Top 15 Equal Weight Index,1.11,"1,11,498",10.90,,2026-02-09
BANKBETF,Bajaj Finserv Nifty Bank ETF,1.10,"10,018",61.55,NIFTY_BANK,2026-02-09
SELECTIPO,BSE Select IPO Index,1.10,"12,726",44.20,,2026-02-09
NEXT50ADD,Nifty Next 50 TRI,1.10,"3,421",69.64,NIFTY_NEXT_50,2026-02-09
AUTOBEES,Nifty Auto TRI,1.09,"1,67,827",285.00,AUTO,2026-02-09
NEXT50,Nifty Next 50,1.09,"18,589",716.07,NIFTY_NEXT_50,2026-02-09
ICICIB22,S&P BSE BHARAT 22 index,1.08,"6,28,778",124.05,,2026-02-09
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,1.08,"31,038",21.61,QUALITY,2026-02-09
VAL30IETF,Nifty200 Value 30 Index,1.07,"3,14,657",15.99,VALUE,2026-02-09
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,1.07,"2,724",61.16,NIFTY_BANK,2026-02-09
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,1.05,"12,102",244.67,NIFTY_MIDCAP,2026-02-09
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,1.05,"6,460",33.82,NIFTY_50,2026-02-09
TOP20,Nifty Top 20 Equal Weight,1.05,"91,296",9.60,,2026-02-09
BANKNIFTY1,Nifty Bank,1.02,"29,835",626.70,NIFTY_BANK,2026-02-09
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,1.02,"26,396",21.84,IT,2026-02-09
BANKETF,Mirae Asset Nifty Bank ETF,1.02,"10,813",616.00,NIFTY_BANK,2026-02-09
AXSENSEX,AXIS S&P BSE SENSEX ETF,1.01,"2,611",86.84,SENSEX,2026-02-09
NV20IETF,Nifty50 Value 20,1.00,"3,74,636",15.20,NIFTY_50,2026-02-09
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,1.00,"1,05,863",70.82,NIFTY_NEXT_50,2026-02-09
SETFNN50,Nifty Next 50,0.98,"34,053",741.50,NIFTY_50,2026-02-09
EGOLD,Edelweiss Gold ETF,0.98,"93,046",153.80,GOLD,2026-02-09
IVZINNIFTY,Nifty 50,0.97,78,"2,939.04",NIFTY_50,2026-02-09
BANKADD,DSP Nifty Bank ETF,0.96,"96,661",61.99,NIFTY_BANK,2026-02-09
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,0.94,"2,61,312",27.92,ALPHA,2026-02-09
BANKIETF,Nifty Bank,0.93,"2,22,270",62.06,NIFTY_BANK,2026-02-09
IT,NIFTY IT Index,0.92,"3,33,733",39.64,IT,2026-02-09
SHARIABEES,Shariah,0.91,"9,571",509.80,,2026-02-09
BANKBETA,Nifty Bank,0.91,"1,37,337",62.41,NIFTY_BANK,2026-02-09
NETF,Tata Nifty 50 Exchange Traded Fund,0.89,"4,106",279.75,NIFTY_50,2026-02-09
HEALTHY,Nifty Healthcare TRI,0.89,"4,82,279",14.67,HEALTHCARE,2026-02-09
SBIETFPB,Nifty Private Bank Index,0.88,"11,719",297.95,NIFTY_BANK,2026-02-09
BSE500IETF,S&P BSE 500 index,0.88,"1,68,089",39.95,,2026-02-09
AXISBNKETF,Nifty Bank,0.87,"2,362",623.91,NIFTY_BANK,2026-02-09
SETFNIFBK,Nifty Bank,0.87,"15,781",620.50,NIFTY_BANK,2026-02-09
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,0.85,"1,06,582",29.60,NIFTY_PRIVATE_BANK,2026-02-09
BANKBEES,Nifty Bank,0.84,"4,44,524",625.00,NIFTY_BANK,2026-02-09
MOIPO,BSE Select IPO Total Return Index,0.84,"3,743",44.21,,2026-02-09
MONIFTY500,Motilal Oswal Nifty 500 ETF,0.84,"7,30,567",24.09,NIFTY_50,2026-02-09
CONSUMIETF,Nifty India Consumption Index,0.82,"21,711",122.80,FMCG,2026-02-09
MOM50,Nifty 50,0.82,"3,385",269.50,NIFTY_50,2026-02-09
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,0.81,"4,83,720",748.20,NIFTY_NEXT_50,2026-02-09
GROWWRAIL,Nifty India Railways PSU Index,0.81,"8,26,278",33.55,PSU,2026-02-09
LICNETFN50,Nifty 50,0.80,641,288.18,NIFTY_50,2026-02-09
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,0.80,"8,228",264.95,NIFTY_50,2026-02-09
ABSLBANETF,Nifty Bank,0.78,"1,08,846",61.81,NIFTY_BANK,2026-02-09
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,0.78,"80,725",10.40,NIFTY_50,2026-02-09
HDFCMID150,HDFC NIFTY Midcap 150 ETF,0.77,"5,62,819",22.29,NIFTY_MIDCAP,2026-02-09
NEXT50IETF,Nifty Next 50,0.77,"7,98,374",73.14,NIFTY_NEXT_50,2026-02-09
AONENIFTY,Nifty 50 Index,0.76,"2,61,317",10.60,NIFTY_50,2026-02-09
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,0.73,"50,242",84.34,DIVIDEND,2026-02-09
NIFTYADD,Nifty 50 Index,0.73,"11,445",270.75,NIFTY_50,2026-02-09
MID150,Nifty Midcap 150 Index,0.72,"47,018",22.50,NIFTY_MIDCAP,2026-02-09
AXISHCETF,Nifty Healthcare Index,0.71,"2,688",144.63,HEALTHCARE,2026-02-09
NIFTYBEES,Nifty 50,0.69,"49,05,392",292.67,NIFTY_50,2026-02-09
ESG,NIFTY100 ESG SECTOR LEADERS,0.69,"7,540",43.98,ESG,2026-02-09
HDFCNIFBAN,Nifty Bank,0.68,"41,973",62.09,NIFTY_BANK,2026-02-09
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,0.67,"1,55,604",98.75,INFRASTRUCTURE,2026-02-09
EBANKNIFTY,Edelweiss Nifty Bank ETF,0.66,"15,429",61.00,NIFTY_BANK,2026-02-09
MOINFRA,BSE India Infrastructure Total Return Index,0.64,"7,244",60.87,INFRASTRUCTURE,2026-02-09
MAHKTECH,Hang Seng TECH Total Return Index,0.64,"8,04,899",25.09,IT,2026-02-09
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,0.63,"14,775",86.12,SENSEX,2026-02-09
NIF100BEES,Nifty 100 TRI,0.63,"34,566",280.00,NIFTY_100,2026-02-09
NPBET,Nifty Private Bank Index,0.62,318,300.23,NIFTY_BANK,2026-02-09
COMMOIETF,ICICI Prudential Nifty Commodities ETF,0.61,"1,23,293",101.10,COMMODITIES,2026-02-09
AXISNIFTY,Nifty 50,0.59,"8,028",284.18,NIFTY_50,2026-02-09
MOMNC,Nifty MNC ETF Total Return Index,0.58,"2,718",31.03,MNC,2026-02-09
SETFNIF50,Nifty 50,0.58,"10,95,405",276.40,NIFTY_50,2026-02-09
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,0.57,"19,54,354",22.79,LOW_VOLATILITY,2026-02-09
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,0.56,"61,197",21.62,LOW_VOLATILITY,2026-02-09
CONSUMBEES,Nifty India Consumption TRI,0.56,"1,17,115",131.90,FMCG,2026-02-09
QNIFTY,Nifty 50,0.56,"1,528","2,835.00",NIFTY_50,2026-02-09
SBIETFCON,Nifty India Consumption Index,0.55,"11,096",121.81,FMCG,2026-02-09
TOP100CASE,Zerodha Nifty 100 ETF,0.55,"6,03,970",11.05,NIFTY_100,2026-02-09
MOENERGY,Nifty Energy Index,0.55,"3,77,247",36.69,ENERGY,2026-02-09
INFRABEES,Nifty Infra,0.54,"28,866",989.20,INFRASTRUCTURE,2026-02-09
ENIFTY,Nifty 50 TRI,0.54,"7,162",25.86,NIFTY_50,2026-02-09
MONIFTY100,Nifty 100 Total Return Index,0.53,"19,286",26.50,NIFTY_100,2026-02-09
BSLNIFTY,Nifty 50,0.53,"2,98,821",30.07,NIFTY_50,2026-02-09
NIFTYBETA,Nifty 50,0.52,"19,811",284.50,NIFTY_50,2026-02-09
ESENSEX,BSE Sensex TRI,0.52,435,83.78,SENSEX,2026-02-09
TWCGOLDETF,Commodity,0.51,"3,04,388",154.30,GOLD,2026-02-09
HDFCNIFIT,HDFC NIFTY IT ETF,0.50,"75,548",38.00,IT,2026-02-09
NIFTYIETF,Nifty 50,0.50,"6,02,407",290.80,NIFTY_50,2026-02-09
NIFTYCASE,Nifty Index 50 Index,0.49,"3,35,938",10.27,,2026-02-09
GROWWNIFTY,Nifty 50 Index - TRI,0.49,"3,59,603",10.35,NIFTY_50,2026-02-09
HDFCSENSEX,SENSEX,0.49,"50,649",94.50,SENSEX,2026-02-09
MOSERVICE,Nifty Services Sector Total Return Index,0.48,650,33.66,SERVICES,2026-02-09
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,0.47,"7,816",10.65,NIFTY_50,2026-02-09
HDFCNIFTY,Nifty 50,0.47,"1,10,137",289.00,NIFTY_50,2026-02-09
NEXT30ADD,BSE SENSEX Next 30 Index,0.47,"22,943",40.88,SENSEX,2026-02-09
NIFTYETF,Nifty 50,0.46,"1,39,019",278.92,NIFTY_50,2026-02-09
GROWWN200,Nifty 200 Index- Total Return Index,0.43,"84,071",11.65,NIFTY_200,2026-02-09
NIFTY1,Nifty 50,0.42,"2,01,609",284.75,NIFTY_50,2026-02-09
MNC,Kotak Nifty MNC ETF,0.41,"1,11,147",31.83,MNC,2026-02-09
IDFNIFTYET,Nifty 50,0.41,906,283.30,NIFTY_50,2026-02-09
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,0.40,"13,999",125.46,GROWTH,2026-02-09
TOP10ADD,Nifty Top 10 Equal Weight Index,0.40,"40,477",98.20,,2026-02-09
BSLSENETFG,BSE SENSEX Index,0.39,"1,325",84.01,SENSEX,2026-02-09
PVTBANIETF,Nifty Private Bank Index,0.38,"4,06,700",29.25,NIFTY_BANK,2026-02-09
NV20BEES,Nifty50 Value20 TRI,0.37,"12,156",155.00,NIFTY_50,2026-02-09
SBIETFQLTY,Nifty 200 Quality 30 Index,0.37,"6,975",227.00,QUALITY,2026-02-09
CONS,Kotak Nifty India Consumption ETF,0.35,"5,532",121.67,FMCG,2026-02-09
EQUAL50ADD,NIFTY 50 Equal Weight Index,0.32,"5,17,874",347.70,QUALITY,2026-02-09
DIVIDEND,BSE 500 Dividend Leaders,0.32,"22,760",37.28,DIVIDEND,2026-02-09
ABSLNN50ET,Nifty Next 50,0.29,"18,862",72.36,NIFTY_50,2026-02-09
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,0.29,"3,796",197.41,QUALITY,2026-02-09
MOMENTUM30,Nifty 200 Momentum 30 Index,0.29,"11,701",30.95,MOMENTUM,2026-02-09
LICNFNHGP,Nifty 100,0.29,117,287.77,NIFTY_100,2026-02-09
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,0.26,"9,775",64.39,GSEC,2026-02-09
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,0.25,"40,035",24.00,,2026-02-09
ENERGY,Nifty Energy,0.25,"92,70,255",36.60,ENERGY,2026-02-09
OILIETF,Nifty Oil & Gas Index,0.24,"79,01,749",12.38,ENERGY,2026-02-09
NV20,Nifty50 Value 20,0.19,"10,174",155.05,NIFTY_50,2026-02-09
TECH,Nifty IT TRI Index,0.16,"36,158",38.60,IT,2026-02-09
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,0.15,"4,216",138.98,VALUE,2026-02-09
FMCGIETF,Nifty FMCG Index,0.14,"27,26,673",55.69,FMCG,2026-02-09
BBETF0432,Nifty BHARAT Bond Index - April 2032,0.12,492,"1,314.40",,2026-02-09
NEXT50BETA,Nifty Next 50,0.11,"73,479",74.40,NIFTY_NEXT_50,2026-02-09
GROWWPOWER,BSE Power Index - TRI,0.10,"11,88,249",10.25,,2026-02-09
CPSEETF,CPSE ETF,0.08,"27,20,010",99.90,PSU,2026-02-09
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,0.08,"5,80,973",13.16,,2026-02-09
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,0.08,"1,59,110",63.25,GSEC,2026-02-09
EBBETF0430,Nifty BHARAT Bond,0.07,"12,306","1,562.20",,2026-02-09
EBBETF0431,Nifty BHARAT Bond,0.07,"7,077","1,396.98",,2026-02-09
ITETF,Mirae Asset Nifty IT ETF,0.05,"5,31,332",37.48,IT,2026-02-09
ITBETA,UTI Nifty IT ETF,0.02,762,372.59,IT,2026-02-09
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,0.02,"2,98,93,375",112.67,LIQUID,2026-02-09
SBILIQETF,Nifty 1D Rate Index,0.01,"5,715","1,026.08",LIQUID,2026-02-09
ELIQUID,Nifty 1D Rate Index (Debt Index),0.01,"18,683","1,017.91",LIQUID,2026-02-09
LIQGRWBEES,Liquid,0.01,"1,05,261","1,027.22",LIQUID,2026-02-09
CASHIETF,BSE Liquid Rate Index,0.01,"8,33,100","1,048.94",LIQUID,2026-02-09
AONELIQUID,Nifty 1D Rate Index,0.01,"40,390","1,046.25",LIQUID,2026-02-09
LIQUIDPLUS,Nifty 1D Rate Index,0.01,"45,72,141","1,071.94",LIQUID,2026-02-09
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.01,"7,270","1,091.37",LIQUID,2026-02-09
GROWWLIQID,Nifty 1D Rate Index,0.01,"1,21,565",107.78,LIQUID,2026-02-09
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,0.01,"2,09,014","1,068.51",LIQUID,2026-02-09
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,0.01,"6,44,890","1,112.69",LIQUID,2026-02-09
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,0.01,"3,00,762","1,090.57",LIQUID,2026-02-09
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.01,"1,665","1,047.65",LIQUID,2026-02-09
