SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
GROWWPSUBK,Nifty PSU Bank Index - TRI,1.18,"16,857",83.90,NIFTY_PSU_BANK,2026-03-31
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,-1.51,"25,588",52.29,QUALITY,2026-03-31
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,0.01,"9,365",137.10,,2026-03-31
SNXT50BETA,BSE Sensex Next 50,-1.06,"15,320",82.20,SENSEX,2026-03-31
LICNETFN50,Nifty 50,-2.09,"4,804",249.57,NIFTY_50,2026-03-31
SBIETFCON,Nifty India Consumption Index,-1.36,"11,206",106.95,FMCG,2026-03-31
GROWWNXT50,Index,-2.61,"19,003",60.82,,2026-03-31
ITBETA,UTI Nifty IT ETF,-1.00,"3,741",304.30,IT,2026-03-31
BSLSENETFG,BSE SENSEX Index,-1.11,"15,440",73.68,SENSEX,2026-03-31
TOP20,Nifty Top 20 Equal Weight,-1.91,"1,22,033",8.20,,2026-03-31
SBIMIDMOM,Nifty Midcap 150 Momentum 50 Index,-0.43,"17,439",56.00,NIFTY_MIDCAP,2026-03-31
MANUFGBEES,Nifty India Manufacturing TRI,0.36,"6,814",143.71,MANUFACTURING,2026-03-31
SNXT30BEES,BSE Sensex Next 30 Index,-0.24,"23,943",37.59,SENSEX,2026-03-31
MSCIINDIA,MSCI India Index,2.08,"31,913",27.99,,2026-03-31
ESG,NIFTY100 ESG SECTOR LEADERS,-1.79,"22,265",37.92,ESG,2026-03-31
CONS,Kotak Nifty India Consumption ETF,-2.21,"78,363",10.62,FMCG,2026-03-31
GROWWPSE,Nifty PSE Index - TRI,-0.76,"8,518",96.45,,2026-03-31
MONEXT50,Nifty Next 50 Total Return Index,-2.35,"13,259",60.29,NIFTY_NEXT_50,2026-03-31
NPBET,Nifty Private Bank Index,-3.08,"2,759",250.41,NIFTY_BANK,2026-03-31
GROWWN200,Nifty 200 Index- Total Return Index,-,"68,126",10.18,NIFTY_200,2026-03-31
LICNMID100,LIC MF Nifty Midcap 100 ETF,-2.66,"12,778",53.07,NIFTY_MIDCAP,2026-03-31
IDFNIFTYET,Nifty 50,-1.93,"2,572",246.29,NIFTY_50,2026-03-31
AXISHCETF,Nifty Healthcare Index,-1.34,"4,055",145.07,HEALTHCARE,2026-03-31
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-0.30,"18,045",29.51,GSEC,2026-03-31
INFRA,Nifty India Infrastructure & Logistics,-2.48,"51,539",10.21,INFRASTRUCTURE,2026-03-31
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,-3.53,"10,197",50.89,NIFTY_BANK,2026-03-31
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,-2.64,"49,739",9.58,NIFTY_50,2026-03-31
QUALITY30,Nifty200 Quality 30 Index,-1.51,"24,850",18.87,QUALITY,2026-03-31
NEXT30ADD,BSE SENSEX Next 30 Index,-1.55,"11,224",37.40,SENSEX,2026-03-31
IVZINNIFTY,Nifty 50,-2.12,143,"2,556.70",NIFTY_50,2026-03-31
HEALTHADD,DSP Nifty Healthcare ETF,-3.40,"2,546",140.65,HEALTHCARE,2026-03-31
ESENSEX,BSE Sensex TRI,-2.18,"4,983",72.35,SENSEX,2026-03-31
ABSL10BANK,BSE Top 10 Banks Index,1.68,"2,053",159.00,NIFTY_BANK,2026-03-31
VALUE,Nifty 500 Value 50,-0.92,"20,629",15.01,VALUE,2026-03-31
DIVIDEND,BSE 500 Dividend Leaders,-0.94,"8,738",33.58,DIVIDEND,2026-03-31
HEALTHCARE,Nifty 500 Healthcare Index,-1.27,"15,724",17.90,HEALTHCARE,2026-03-31
MIDCAPADD,Nifty Midcap 150 Index,-2.07,"13,498",19.40,NIFTY_MIDCAP,2026-03-31
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,-0.29,"3,703",64.51,GSEC,2026-03-31
ENIFTY,Nifty 50 TRI,-1.57,"10,481",22.56,NIFTY_50,2026-03-31
LICNFNHGP,Nifty 100,-2.10,883,250.22,NIFTY_100,2026-03-31
AXISCETF,NIFTY India Consumption Index,-1.82,"2,008",106.80,FMCG,2026-03-31
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,-1.74,"4,383",29.96,NIFTY_50,2026-03-31
MOSERVICE,Nifty Services Sector Total Return Index,-2.27,"3,983",28.38,SERVICES,2026-03-31
MOMGF,Nifty India Manufacturing Total Return Index,-1.59,721,140.59,MANUFACTURING,2026-03-31
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,-0.63,768,111.09,GSEC,2026-03-31
MOMNC,Nifty MNC ETF Total Return Index,0.43,"3,031",27.77,MNC,2026-03-31
LICNETFSEN,SENSEX,-2.37,102,808.31,SENSEX,2026-03-31
GILT10BETA,UTI Nifty 10 yr Benchmark G-Sec ETF,-0.39,"1,855",25.64,GSEC,2026-03-31
MSCIADD,MSCI India Index,1.51,"1,353",27.49,,2026-03-31
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,-0.39,97,257.50,GSEC,2026-03-31
ABSLMSCIN,MSCI India Index,4.74,486,28.50,,2026-03-31
GSEC10ABSL,CRISIL 10 Year Gilt ETF,-,-,110.25,GSEC,2026-03-31
