SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
CHOICEGOLD,Gold,4.12,"4,92,475",156.00,GOLD,2026-01-21
HDFCSILVER,HDFC Silver ETF,3.26,"1,99,06,087",312.58,SILVER,2026-01-21
SILVER1,Kotak Silver ETF,2.79,"58,85,724",305.85,SILVER,2026-01-21
SILVERAG,Mirae Asset Silver ETF,2.78,"15,17,356",313.00,SILVER,2026-01-21
AXSENSEX,AXIS S&P BSE SENSEX ETF,2.78,"7,965",87.14,SENSEX,2026-01-21
ESILVER,Edelweiss Silver ETF,2.62,"8,69,373",323.00,SILVER,2026-01-21
NV20IETF,Nifty50 Value 20,2.60,"6,36,918",15.40,NIFTY_50,2026-01-21
SILVERIETF,Domestic Price of Silver,2.53,"2,83,02,382",321.70,SILVER,2026-01-21
SILVERBETA,UTI Silver Exchange Traded Fund (UTI Silver ETF),2.51,"40,21,900",308.50,SILVER,2026-01-21
SBISILVER,SBI SILVER ETF,2.50,"1,25,55,293",317.00,SILVER,2026-01-21
SILVERADD,DSP Silver ETF,2.32,"27,64,373",306.61,SILVER,2026-01-21
MOSILVER,Domestic Price of Physical Silver,2.15,"11,43,791",312.00,SILVER,2026-01-21
SILVER360,Commodity-Silver,2.08,"3,99,982",321.00,SILVER,2026-01-21
SNXT50BETA,BSE Sensex Next 50,1.97,"9,164",95.95,SENSEX,2026-01-21
HEALTHY,Nifty Healthcare TRI,1.53,"4,47,590",14.59,HEALTHCARE,2026-01-21
MIDCAPBETA,UTI Nifty Midcap 150 Exchange Traded Fund (ETF),1.52,"10,254",218.68,NIFTY_MIDCAP,2026-01-21
SILVERBND,Commodity - Silver,1.48,"2,01,466",319.80,SILVER,2026-01-21
METALIETF,Nifty Metal Index,1.31,"3,18,58,528",11.56,METAL,2026-01-21
GOLD360,Commodity-Gold,1.20,"9,95,585",152.00,GOLD,2026-01-21
NIFTYQLITY,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,1.19,"2,08,684",22.09,IT,2026-01-21
INTERNET,Equity Index,1.14,"2,82,474",13.35,,2026-01-21
AXISVALUE,Nifty500 Value 50 TRI,0.99,"70,441",31.63,VALUE,2026-01-21
GROWWNET,Index,0.92,"4,22,442",9.85,,2026-01-21
GROWWMETAL,Nifty Metal Index,0.74,"14,52,618",10.85,METAL,2026-01-21
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,0.74,"1,38,418",9.50,MOMENTUM,2026-01-21
METAL,Nifty Metal Total Return Index,0.70,"1,62,03,839",11.51,METAL,2026-01-21
INFRABEES,Nifty Infra,0.64,"24,775",935.00,INFRASTRUCTURE,2026-01-21
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,0.64,"3,83,147",135.95,,2026-01-21
MOGSEC,Nifty 5 yr Benchmark G-Sec Index,0.56,"34,160",62.95,GSEC,2026-01-21
SENSEXBETA,SENSEX,0.49,"2,790",909.90,SENSEX,2026-01-21
MOTOUR,Nifty India Tourism Total Return Index,0.46,"42,321",77.99,,2026-01-21
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,0.45,195,111.26,GSEC,2026-01-21
HDFCSENSEX,SENSEX,0.45,"53,992",93.00,SENSEX,2026-01-21
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,0.44,"22,150",63.31,GSEC,2026-01-21
COMMOIETF,ICICI Prudential Nifty Commodities ETF,0.43,"91,978",95.31,COMMODITIES,2026-01-21
ABSLPSE,Aditya Birla Sun Life Nifty PSE ETF,0.40,"3,89,888",10.02,,2026-01-21
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,0.39,"83,547",83.00,DIVIDEND,2026-01-21
MASPTOP50,S&P 500 Top 50 Total Return Index,0.38,"2,17,319",71.78,,2026-01-21
INFRAIETF,ICICI Prudential Nifty Infrastructure ETF,0.36,"2,33,827",92.80,INFRASTRUCTURE,2026-01-21
SHARIABEES,Shariah,0.34,"11,040",515.00,,2026-01-21
SENSEXIETF,SENSEX,0.33,"19,380",942.60,SENSEX,2026-01-21
NEXT50BETA,Nifty Next 50,0.31,"1,03,700",72.20,NIFTY_NEXT_50,2026-01-21
ENERGY,Nifty Energy,0.30,"14,23,458",33.45,ENERGY,2026-01-21
CONSUMIETF,Nifty India Consumption Index,0.27,"73,987",120.63,FMCG,2026-01-21
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,0.24,"25,728",258.97,GSEC,2026-01-21
EMULTIMQ,Nifty500 Multicap Momentum Quality 50 Total Return Index,0.22,"97,871",40.50,NIFTY_50,2026-01-21
MOENERGY,Nifty Energy Index,0.18,"88,325",33.52,ENERGY,2026-01-21
MOVALUE,Motilal Oswal S&P BSE Enhanced Value ETF,0.16,"1,74,387",116.23,VALUE,2026-01-21
VAL30IETF,Nifty200 Value 30 Index,0.13,"2,94,815",15.00,VALUE,2026-01-21
LTGILTCASE,Nifty 8-13 Yr G-Sec Index,0.13,"1,07,614",29.69,GSEC,2026-01-21
TOP20,Nifty Top 20 Equal Weight,0.11,"70,372",9.37,,2026-01-21
FLEXIADD,Nifty500 Flexicap Quality 30 TRI,0.10,"2,14,903",10.50,NIFTY_50,2026-01-21
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,0.09,"4,89,526",63.43,GSEC,2026-01-21
OILIETF,Nifty Oil & Gas Index,0.09,"33,71,718",11.58,ENERGY,2026-01-21
GROWWDEFNC,Nifty India Defence Index- Total Return Index,0.08,"5,11,989",75.50,DEFENCE,2026-01-21
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,0.07,485,258.61,GSEC,2026-01-21
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,0.07,"26,48,053",29.15,GSEC,2026-01-21
LICNETFGSC,GSEC10 NSE Index,0.07,"97,072",28.65,GSEC,2026-01-21
SBINEQWETF,Nifty50 Equal Weight,0.06,"57,538",32.82,NIFTY_50,2026-01-21
NEXT30ADD,BSE SENSEX Next 30 Index,0.05,"25,460",39.89,SENSEX,2026-01-21
CONS,Kotak Nifty India Consumption ETF,0.04,"10,028",119.76,FMCG,2026-01-21
EQUAL50ADD,NIFTY 50 Equal Weight Index,0.04,"31,988",337.00,QUALITY,2026-01-21
DIVIDEND,BSE 500 Dividend Leaders,0.03,"23,821",35.99,DIVIDEND,2026-01-21
AONELIQUID,Nifty 1D Rate Index,0.02,"17,972","1,043.87",LIQUID,2026-01-21
LIQUID1,Kotak Nifty 1D Rate Liquid ETF,0.02,"6,24,253","1,087.91",LIQUID,2026-01-21
GROWWLIQID,Nifty 1D Rate Index,0.02,"9,28,479",107.55,LIQUID,2026-01-21
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,0.02,"12,467",63.56,GSEC,2026-01-21
TNIDETF,Nifty India Digital Index,0.02,"1,29,621",95.44,DIGITAL,2026-01-21
SBILIQETF,Nifty 1D Rate Index,0.01,"6,979","1,023.64",LIQUID,2026-01-21
ELIQUID,Nifty 1D Rate Index (Debt Index),0.01,"2,621","1,015.46",LIQUID,2026-01-21
LIQUIDBETF,Bajaj Finserv Nifty 1D Rate Liquid ETF,0.01,"7,96,028","1,066.03",LIQUID,2026-01-21
LIQGRWBEES,Liquid,0.01,"1,72,205","1,024.89",LIQUID,2026-01-21
EQUAL50,Nifty50 Equal Weight,0.01,"2,238",326.26,QUALITY,2026-01-21
LIQUIDPLUS,Nifty 1D Rate Index,0.01,"9,28,381","1,069.38",LIQUID,2026-01-21
LIQUIDADD,DSP S&P BSE Liquid Rate ETF,0.01,"3,48,840","1,110.03",LIQUID,2026-01-21
LIQUIDSHRI,SHRIRAM NIFTY 1D RATE LIQUID ETF,0.01,"12,594","1,088.86",LIQUID,2026-01-21
CASHIETF,BSE Liquid Rate Index,0.01,"2,67,112","1,046.39",LIQUID,2026-01-21
LIQUIDCASE,Zerodha Nifty 1D Rate Liquid ETF,0.01,"2,34,65,983",112.39,LIQUID,2026-01-21
HDFCLIQUID,HDFC Nifty 1D Rate Liquid ETF,0.01,"53,588","1,045.24",LIQUID,2026-01-21
ABSLLIQUID,Aditya Birla Sun Life CRISIL Overnight Fund AI ETF,-,"11,807",999.99,LIQUID,2026-01-21
LIQUIDBEES,Government Securities,-,"52,25,931",999.99,LIQUID,2026-01-21
SBIETFPB,Nifty Private Bank Index,-,"3,820",288.26,NIFTY_BANK,2026-01-21
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-,"64,108",29.48,GSEC,2026-01-21
LIQUIDSBI,SBI NIFTY 1D Rate ETF,-,"15,143",999.99,LIQUID,2026-01-21
LIQUID,Mirae Asset Nifty 1D Rate Liquid ETF,-,"80,147","1,000.00",LIQUID,2026-01-21
LIQUIDETF,Nifty1D rate index,-,"1,01,493","1,000.00",LIQUID,2026-01-21
NIF100IETF,Nifty 100,-,"2,53,086",28.76,NIFTY_100,2026-01-21
LIQUIDIETF,S&P BSE Liquid Rate Index,-,"5,18,920","1,000.00",LIQUID,2026-01-21
MAFANG,NYSE FANG+ Total Return Index,-0.01,"8,84,462",165.87,,2026-01-21
EBBETF0431,Nifty BHARAT Bond,-0.05,"77,471","1,386.00",,2026-01-21
SBIETFCON,Nifty India Consumption Index,-0.06,"14,883",120.30,FMCG,2026-01-21
IT,NIFTY IT Index,-0.07,"1,39,792",41.78,IT,2026-01-21
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,-0.08,"28,208",13.11,,2026-01-21
NIFTYBEES,Nifty 50,-0.10,"1,21,56,217",286.00,NIFTY_50,2026-01-21
AXISTECETF,NIFTY IT Index,-0.11,"72,421",416.26,IT,2026-01-21
BBETF0432,Nifty BHARAT Bond Index - April 2032,-0.11,"31,212","1,302.00",,2026-01-21
GROWWRAIL,Nifty India Railways PSU Index,-0.12,"21,59,673",32.92,PSU,2026-01-21
EBBETF0430,Nifty BHARAT Bond,-0.12,"29,990","1,550.50",,2026-01-21
CONSUMBEES,Nifty India Consumption TRI,-0.12,"4,49,147",129.60,FMCG,2026-01-21
MOM30IETF,ICICI Prudential Nifty 200 Momentum 30 ETF,-0.13,"1,10,22,084",30.95,MOMENTUM,2026-01-21
ITETF,Mirae Asset Nifty IT ETF,-0.13,"2,45,172",39.95,IT,2026-01-21
SETFNN50,Nifty Next 50,-0.14,"72,343",715.00,NIFTY_50,2026-01-21
PVTBANKADD,DSP Nifty Private Bank ETF,-0.14,"67,077",28.69,NIFTY_PRIVATE_BANK,2026-01-21
CPSEETF,CPSE ETF,-0.15,"10,63,008",91.58,PSU,2026-01-21
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,-0.15,"11,628",32.69,NIFTY_50,2026-01-21
NEXT50ETF,Nifty Next 50 Index,-0.16,"6,881",67.50,NIFTY_NEXT_50,2026-01-21
ICICIB22,S&P BSE BHARAT 22 index,-0.16,"3,62,397",115.74,,2026-01-21
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,-0.17,"18,161",126.97,GROWTH,2026-01-21
NIFTY100EW,Nifty 100 Equal Weight Index,-0.18,"39,458",33.07,NIFTY_100,2026-01-21
NIFTYBETF,Bajaj Finserv Nifty 50 ETF,-0.19,"16,616",257.67,NIFTY_50,2026-01-21
TOP100CASE,Zerodha Nifty 100 ETF,-0.19,"33,72,253",10.75,NIFTY_100,2026-01-21
MNC,Kotak Nifty MNC ETF,-0.20,"1,01,448",30.70,MNC,2026-01-21
HDFCNEXT50,HDFC NIFTY NEXT 50 ETF,-0.20,"1,24,995",68.23,NIFTY_NEXT_50,2026-01-21
GROWWNIFTY,Nifty 50 Index - TRI,-0.20,"8,26,934",10.14,NIFTY_50,2026-01-21
NIFTYCASE,Nifty Index 50 Index,-0.20,"15,25,953",10.04,,2026-01-21
ITADD,DSP Nifty IT ETF,-0.20,"96,296",39.97,IT,2026-01-21
AXISNIFTY,Nifty 50,-0.23,"81,315",277.03,NIFTY_50,2026-01-21
MSCIINDIA,MSCI India Index,-0.23,"35,123",29.89,,2026-01-21
NIFTYETF,Nifty 50,-0.25,"3,46,099",272.05,NIFTY_50,2026-01-21
SENSEXETF,Mirae Asset S&P BSE Sensex ETF,-0.26,"43,485",84.08,SENSEX,2026-01-21
GROWWN200,Nifty 200 Index- Total Return Index,-0.26,"2,47,753",11.34,NIFTY_200,2026-01-21
MOM50,Nifty 50,-0.26,"6,202",261.46,NIFTY_50,2026-01-21
ITBEES,Nifty IT TRI,-0.26,"82,86,724",41.86,IT,2026-01-21
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,-0.28,"1,65,073",21.33,LOW_VOLATILITY,2026-01-21
NIFTYIETF,Nifty 50,-0.28,"10,55,417",283.76,NIFTY_50,2026-01-21
NIF100BEES,Nifty 100 TRI,-0.28,"32,443",272.18,NIFTY_100,2026-01-21
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,-0.29,"36,611",20.93,LOW_VOLATILITY,2026-01-21
NEXT50,Nifty Next 50,-0.29,"1,59,581",687.05,NIFTY_NEXT_50,2026-01-21
AUTOIETF,Nifty Auto Index,-0.29,"7,56,412",27.63,AUTO,2026-01-21
SMALLCAP,Mirae Asset Nifty Smallcap 250 Momentum Quality 100 ETF,-0.29,"47,28,736",41.38,SMALLCAP,2026-01-21
MOMENTUM,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,-0.29,"1,99,056",30.75,MOMENTUM,2026-01-21
MOLOWVOL,Nifty Midcap 100 TRI,-0.29,"1,26,433",37.90,LOW_VOLATILITY,2026-01-21
MAKEINDIA,Nifty India Manufacturing Total Return Index,-0.31,"1,02,506",149.84,MANUFACTURING,2026-01-21
BSLNIFTY,Nifty 50,-0.31,"7,24,384",29.35,NIFTY_50,2026-01-21
BSE500IETF,S&P BSE 500 index,-0.31,"8,74,403",38.63,,2026-01-21
GSEC10ABSL,CRISIL 10 Year Gilt ETF,-0.32,80,110.00,GSEC,2026-01-21
JUNIORBEES,Nippon India ETF Nifty Next 50 Junior BeES,-0.33,"7,60,440",720.26,NIFTY_NEXT_50,2026-01-21
LICNETFN50,Nifty 50,-0.34,"3,344",281.22,NIFTY_50,2026-01-21
HDFCNIFTY,Nifty 50,-0.34,"3,94,440",281.90,NIFTY_50,2026-01-21
MOMOMENTUM,Nifty 200 Momentum 30 Total Return Index,-0.34,"1,65,609",61.49,MOMENTUM,2026-01-21
LICNFNHGP,Nifty 100,-0.35,"2,434",280.71,NIFTY_100,2026-01-21
AONETOTAL,Nifty Total Market Index,-0.35,"7,80,318",11.55,TOTAL_MARKET,2026-01-21
HDFCNIFIT,HDFC NIFTY IT ETF,-0.35,"4,17,345",40.30,IT,2026-01-21
CONSUMER,Nifty India New AgeConsumption,-0.36,"2,28,426",11.16,FMCG,2026-01-21
MANUFGBEES,Nifty India Manufacturing TRI,-0.36,"16,701",147.99,MANUFACTURING,2026-01-21
ITIETF,Nifty IT Index,-0.36,"10,11,013",41.80,IT,2026-01-21
TOP15IETF,Nifty Top 15 Equal Weight Index,-0.37,"1,74,027",10.69,,2026-01-21
NEXT50IETF,Nifty Next 50,-0.37,"10,55,153",70.30,NIFTY_NEXT_50,2026-01-21
EVINDIA,Nifty EV and New Age Automotive Total Return Index,-0.37,"2,88,205",29.60,AUTO,2026-01-21
TOP10ADD,Nifty Top 10 Equal Weight Index,-0.38,"2,03,160",96.86,,2026-01-21
AXISCETF,NIFTY India Consumption Index,-0.38,"35,176",119.65,FMCG,2026-01-21
AONENIFTY,Nifty 50 Index,-0.39,"6,20,391",10.30,NIFTY_50,2026-01-21
NV20,Nifty50 Value 20,-0.39,"10,984",153.00,NIFTY_50,2026-01-21
ESENSEX,BSE Sensex TRI,-0.39,"9,264",81.95,SENSEX,2026-01-21
SETFNIF50,Nifty 50,-0.40,"9,54,417",269.42,NIFTY_50,2026-01-21
IDFNIFTYET,Nifty 50,-0.40,"8,657",276.52,NIFTY_50,2026-01-21
MSCIADD,MSCI India Index,-0.40,"22,662",29.62,,2026-01-21
ENIFTY,Nifty 50 TRI,-0.40,"42,145",25.21,NIFTY_50,2026-01-21
HEALTHIETF,Nifty Healthcare Index,-0.41,"1,10,511",142.73,HEALTHCARE,2026-01-21
MID150,Nifty Midcap 150 Index,-0.42,"1,59,632",21.47,NIFTY_MIDCAP,2026-01-21
MOIPO,BSE Select IPO Total Return Index,-0.42,"31,369",42.81,,2026-01-21
MOMENTUM30,Nifty 200 Momentum 30 Index,-0.43,"36,809",30.38,MOMENTUM,2026-01-21
SNXT30BEES,BSE Sensex Next 30 Index,-0.43,"13,958",39.66,SENSEX,2026-01-21
HDFCBSE500,HDFC S&P BSE 500 ETF,-0.43,"59,991",36.77,,2026-01-21
GROWWSC250,Nifty Smallcap 250 Index - TRI,-0.44,"8,52,584",8.97,SMALLCAP,2026-01-21
NIFTYBETA,Nifty 50,-0.44,"1,28,661",277.53,NIFTY_50,2026-01-21
MOQUALITY,Motilal Oswal S&P BSE Quality ETF,-0.44,"3,219",194.66,QUALITY,2026-01-21
MONEXT50,Nifty Next 50 Total Return Index,-0.45,"14,272",66.51,NIFTY_NEXT_50,2026-01-21
FMCGIETF,Nifty FMCG Index,-0.45,"17,60,545",55.15,FMCG,2026-01-21
ECAPINSURE,BSE Capital Markets & Insurance Total Return Index,-0.46,"77,008",23.60,,2026-01-21
BSLSENETFG,BSE SENSEX Index,-0.46,"9,844",82.14,SENSEX,2026-01-21
EVIETF,Nifty EV & New Age Automotive ETF,-0.47,"93,941",29.60,AUTO,2026-01-21
MONIFTY500,Motilal Oswal Nifty 500 ETF,-0.47,"5,95,510",23.31,NIFTY_50,2026-01-21
NIFTY1,Nifty 50,-0.47,"5,07,802",277.60,NIFTY_50,2026-01-21
QNIFTY,Nifty 50,-0.48,"2,629","2,754.00",NIFTY_50,2026-01-21
PHARMABEES,Nifty Pharma TRI,-0.49,"43,03,982",22.17,HEALTHCARE,2026-01-21
MULTICAP,Nifty500 Multicap 50:25:25 Index,-0.50,"4,89,662",15.79,MULTICAP,2026-01-21
MOMGF,Nifty India Manufacturing Total Return Index,-0.50,"2,926",147.05,MANUFACTURING,2026-01-21
MOSMALL250,Motilal Oswal Nifty Smallcap 250 ETF,-0.51,"26,60,554",15.60,SMALLCAP,2026-01-21
AUTOBEES,Nifty Auto TRI,-0.51,"2,47,619",275.48,AUTO,2026-01-21
SMALL250,Nifty Smallcap 250,-0.51,"4,35,168",15.52,SMALLCAP,2026-01-21
NEXT50ADD,Nifty Next 50 TRI,-0.52,"3,426",66.99,NIFTY_NEXT_50,2026-01-21
LICNETFSEN,SENSEX,-0.52,452,920.06,SENSEX,2026-01-21
HDFCMOMENT,HDFC NIFTY200 Momentum 30 ETF,-0.52,"2,15,262",30.64,MOMENTUM,2026-01-21
ESG,NIFTY100 ESG SECTOR LEADERS,-0.53,"28,659",42.93,ESG,2026-01-21
LOWVOLIETF,Nifty 100 Low Volatility 30 Index,-0.53,"10,04,582",22.40,LOW_VOLATILITY,2026-01-21
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,-0.54,"1,05,964",41.98,HEALTHCARE,2026-01-21
GROWWPOWER,BSE Power Index - TRI,-0.54,"12,68,692",9.18,,2026-01-21
SELECTIPO,BSE Select IPO Index,-0.56,"78,932",42.70,,2026-01-21
QUAL30IETF,ICICI Prudential Nifty 200 Quality 30 ETF,-0.56,"1,47,273",21.50,QUALITY,2026-01-21
HDFCNIF100,HDFC NIFTY 100 ETF,-0.56,"3,30,683",26.42,NIFTY_100,2026-01-21
MIDSMALL,Mirae Asset Nifty MidSmallcap400 Momentum Quality 100 ETF,-0.57,"11,79,687",45.75,SMALLCAP,2026-01-21
SMALLADD,Nifty Smallcap 250 Index,-0.58,"89,782",15.55,SMALLCAP,2026-01-21
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,-0.59,"1,00,128",59.01,QUALITY,2026-01-21
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,-0.59,"2,14,311",10.17,NIFTY_50,2026-01-21
LOWVOL,Mirae Asset Nifty 100 Low Volatility 30 ETF,-0.60,"3,686",209.22,LOW_VOLATILITY,2026-01-21
MOSERVICE,Nifty Services Sector Total Return Index,-0.60,"8,588",32.98,SERVICES,2026-01-21
EBBETF0433,BHARAT Bond ETF-April 2033,-0.60,"9,705","1,265.10",,2026-01-21
SBIETFIT,Nifty IT Index,-0.61,"37,300",417.29,IT,2026-01-21
ABSLNN50ET,Nifty Next 50,-0.61,"34,682",69.86,NIFTY_50,2026-01-21
TECH,Nifty IT TRI Index,-0.61,"3,86,740",40.95,IT,2026-01-21
NETF,Tata Nifty 50 Exchange Traded Fund,-0.62,"6,283",271.60,NIFTY_50,2026-01-21
MONIFTY100,Nifty 100 Total Return Index,-0.62,"27,704",25.71,NIFTY_100,2026-01-21
EQUAL200,BSE 200 Equal Weight,-0.62,"75,064",12.89,QUALITY,2026-01-21
SENSEXADD,DSP S&P BSE Sensex ETF,-0.62,"9,779",83.75,SENSEX,2026-01-21
MOREALTY,Motilal Oswal Nifty Realty ETF,-0.63,"13,83,755",79.08,REALTY,2026-01-21
SML100CASE,Nifty Smallcap 100 Index,-0.63,"20,17,604",9.39,SMALLCAP,2026-01-21
NPBET,Nifty Private Bank Index,-0.64,"2,932",291.53,NIFTY_BANK,2026-01-21
ALPL30IETF,Nifty Alpha Low-Volatility 30 Index,-0.66,"6,11,684",27.21,ALPHA,2026-01-21
MOPSE,Nifty PSE Total Return Index,-0.67,"7,492",97.25,,2026-01-21
GROWWNXT50,Index,-0.67,"18,764",66.82,,2026-01-21
NV20BEES,Nifty50 Value20 TRI,-0.69,"21,546",153.03,NIFTY_50,2026-01-21
MIDQ50ADD,Nifty Midcap 150 Quality 50 Index,-0.70,"14,411",235.60,NIFTY_MIDCAP,2026-01-21
QUALITY30,Nifty200 Quality 30 Index,-0.71,"31,370",21.04,QUALITY,2026-01-21
HDFCPVTBAN,HDFC NIFTY Private Bank ETF,-0.73,"1,21,358",28.64,NIFTY_PRIVATE_BANK,2026-01-21
MOMNC,Nifty MNC ETF Total Return Index,-0.74,"11,084",29.66,MNC,2026-01-21
SBIETFQLTY,Nifty 200 Quality 30 Index,-0.75,"5,103",225.90,QUALITY,2026-01-21
BANKPSU,Nifty PSU Bank Total Return Index,-0.76,"74,802",88.36,PSU,2026-01-21
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,-0.76,"84,612",10.38,NIFTY_50,2026-01-21
MOMENTUM50,Nifty 500 Momentum 50 Total Return Index,-0.77,"7,15,818",50.06,MOMENTUM,2026-01-21
HDFCVALUE,HDFC NIFTY50 Value 20 ETF,-0.77,"1,02,350",137.36,VALUE,2026-01-21
HDFCPSUBK,HDFC NIFTY PSU BANK ETF,-0.79,"26,008",88.62,NIFTY_PSU_BANK,2026-01-21
PSUBNKBEES,Nifty PSU Bank,-0.79,"37,91,777",97.77,NIFTY_PSU_BANK,2026-01-21
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,-0.79,"5,44,660",31.40,FINANCIAL_SERVICES,2026-01-21
NIFTYADD,Nifty 50 Index,-0.80,"69,922",262.68,NIFTY_50,2026-01-21
AXISHCETF,Nifty Healthcare Index,-0.81,"7,328",141.45,HEALTHCARE,2026-01-21
ALPHAETF,Mirae Asset Nifty 200 Alpha 30 ETF,-0.82,"8,10,848",24.20,ALPHA,2026-01-21
MIDCAPIETF,Nifty Midcap 150,-0.82,"17,30,889",21.85,NIFTY_MIDCAP,2026-01-21
SETFNIFBK,Nifty Bank,-0.83,"26,545",602.00,NIFTY_BANK,2026-01-21
HEALTHADD,DSP Nifty Healthcare ETF,-0.84,"6,264",140.14,HEALTHCARE,2026-01-21
PVTBANIETF,Nifty Private Bank Index,-0.84,"10,48,456",28.40,NIFTY_BANK,2026-01-21
GILT10BETA,UTI Nifty 10 yr Benchmark G-Sec ETF,-0.84,"5,267",25.95,GSEC,2026-01-21
MID150CASE,Zerodha Nifty Midcap 150 ETF,-0.84,"44,69,201",10.59,NIFTY_MIDCAP,2026-01-21
BFSI,Nifty Financial Services Index,-0.85,"3,13,595",27.89,FINANCIAL_SERVICES,2026-01-21
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,-0.85,"7,042",59.28,NIFTY_BANK,2026-01-21
MOINFRA,BSE India Infrastructure Total Return Index,-0.86,"24,641",56.30,INFRASTRUCTURE,2026-01-21
HDFCSML250,HDFC NIFTY Smallcap 250 ETF,-0.88,"41,29,440",155.95,SMALLCAP,2026-01-21
LICNMID100,LIC MF Nifty Midcap 100 ETF,-0.89,"3,27,010",57.84,NIFTY_MIDCAP,2026-01-21
BANKADD,DSP Nifty Bank ETF,-0.91,"11,483",60.05,NIFTY_BANK,2026-01-21
HDFCNIFBAN,Nifty Bank,-0.92,"43,069",60.26,NIFTY_BANK,2026-01-21
HDFCMID150,HDFC NIFTY Midcap 150 ETF,-0.93,"13,52,755",21.38,NIFTY_MIDCAP,2026-01-21
