SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
EBANKNIFTY,Edelweiss Nifty Bank ETF,-0.34,"7,250",52.80,NIFTY_BANK,2026-04-08
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,-0.15,"27,967",13.30,,2026-04-08
SENSEXADD,DSP S&P BSE Sensex ETF,0.32,"4,803",76.28,SENSEX,2026-04-08
AONETMMQ50,Nifty Total Market Momentum Quality 50 TRI,0.11,"39,454",9.14,MOMENTUM,2026-04-08
GROWWPSUBK,Nifty PSU Bank Index - TRI,-0.93,"4,006",82.25,NIFTY_PSU_BANK,2026-04-08
HDFCQUAL,HDFC NIFTY100 Quality 30 ETF,1.34,"6,075",54.62,QUALITY,2026-04-08
INFRA,Nifty India Infrastructure & Logistics,0.28,"30,312",10.63,INFRASTRUCTURE,2026-04-08
GROWWNXT50,Index,0.40,"4,574",63.40,,2026-04-08
GROWWPSE,Nifty PSE Index - TRI,0.88,"2,891",98.94,,2026-04-08
LICNETFSEN,SENSEX,0.78,326,835.27,SENSEX,2026-04-08
ENIFTY,Nifty 50 TRI,-0.60,"11,369",23.20,NIFTY_50,2026-04-08
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,0.26,"4,688",53.14,NIFTY_BANK,2026-04-08
HEALTHADD,DSP Nifty Healthcare ETF,0.10,"1,703",141.22,HEALTHCARE,2026-04-08
QUALITY30,Nifty200 Quality 30 Index,0.73,"12,527",19.34,QUALITY,2026-04-08
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,1.20,"11,463",19.35,LOW_VOLATILITY,2026-04-08
HEALTHCARE,Nifty 500 Healthcare Index,0.28,"12,103",17.77,HEALTHCARE,2026-04-08
MOALPHA50,Nifty Alpha 50 Total Return Index,-0.13,"4,351",46.21,ALPHA,2026-04-08
SBIETFQLTY,Nifty 200 Quality 30 Index,1.02,883,208.31,QUALITY,2026-04-08
EQUAL200,BSE 200 Equal Weight,0.24,"14,666",12.29,QUALITY,2026-04-08
IDFNIFTYET,Nifty 50,0.34,704,253.50,NIFTY_50,2026-04-08
HSBCGOLD,Commodity,-0.27,"1,253",128.99,GOLD,2026-04-08
AXSENSEX,AXIS S&P BSE SENSEX ETF,0.47,"1,974",76.77,SENSEX,2026-04-08
IVZINNIFTY,Nifty 50,0.47,57,"2,623.89",NIFTY_50,2026-04-08
TOP20,Nifty Top 20 Equal Weight,0.95,"17,509",8.50,,2026-04-08
DIVIDEND,BSE 500 Dividend Leaders,1.30,"4,039",34.99,DIVIDEND,2026-04-08
UNIONGOLD,Commodity Gold,-0.86,941,143.60,GOLD,2026-04-08
SNXT30BEES,BSE Sensex Next 30 Index,0.78,"3,445",38.54,SENSEX,2026-04-08
BANK10ADD,BSE Top 10 Banks Index (TRI),1.73,"7,563",15.87,NIFTY_BANK,2026-04-08
MON50EQUAL,Nifty 50 Equal Weight Total Return Index,1.05,"3,869",30.92,NIFTY_50,2026-04-08
EQUAL50,Nifty50 Equal Weight,0.53,340,308.72,QUALITY,2026-04-08
MOMGF,Nifty India Manufacturing Total Return Index,0.50,715,142.80,MANUFACTURING,2026-04-08
MOINFRA,BSE India Infrastructure Total Return Index,0.19,"1,718",57.48,INFRASTRUCTURE,2026-04-08
LICNMID100,LIC MF Nifty Midcap 100 ETF,0.04,"1,621",54.90,NIFTY_MIDCAP,2026-04-08
MOMNC,Nifty MNC ETF Total Return Index,0.35,"2,989",28.33,MNC,2026-04-08
NEXT30ADD,BSE SENSEX Next 30 Index,0.70,"2,131",38.61,SENSEX,2026-04-08
NPBET,Nifty Private Bank Index,0.80,188,262.23,NIFTY_BANK,2026-04-08
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,0.52,"1,639",29.24,GSEC,2026-04-08
MOSERVICE,Nifty Services Sector Total Return Index,0.27,"1,627",29.62,SERVICES,2026-04-08
GSEC10ABSL,CRISIL 10 Year Gilt ETF,1.49,386,110.50,GSEC,2026-04-08
LICNFNHGP,Nifty 100,1.24,143,259.42,NIFTY_100,2026-04-08
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,-0.77,524,63.36,GSEC,2026-04-08
MONEXT50,Nifty Next 50 Total Return Index,0.29,501,62.80,NIFTY_NEXT_50,2026-04-08
ESENSEX,BSE Sensex TRI,0.36,346,74.44,SENSEX,2026-04-08
GROWWLOVOL,Nifty 500 Low Volatility 50 Index   TRI,0.92,"2,218",9.86,NIFTY_50,2026-04-08
ABSLMSCIN,MSCI India Index,0.81,563,27.49,,2026-04-08
ABGSEC,Aditya Birla Sun Life CRISIL Broad Based Gilt ETF,0.54,78,110.90,GSEC,2026-04-08
GILT10BETA,UTI Nifty 10 yr Benchmark G-Sec ETF,1.81,309,25.92,GSEC,2026-04-08
MSCIADD,MSCI India Index,0.59,201,27.51,,2026-04-08
