SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
HDFCLOWVOL,HDFC NIFTY100 Low Volatility 30 ETF,-0.10,"7,400",20.95,LOW_VOLATILITY,2026-01-27
EBBETF0430,Nifty BHARAT Bond,-0.11,"16,776","1,555.00",,2026-01-27
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-0.14,"8,580",29.51,GSEC,2026-01-27
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,-0.19,296,258.51,GSEC,2026-01-27
GROWWNXT50,Index,-0.24,"35,125",66.33,,2026-01-27
GSEC10ABSL,CRISIL 10 Year Gilt ETF,-0.26,33,110.46,GSEC,2026-01-27
HEALTHY,Nifty Healthcare TRI,-0.28,"2,59,861",14.35,HEALTHCARE,2026-01-27
AXISBPSETF,Nifty AAA Bond Plus SDL Apr 2026 50:50 Index,-0.30,"80,403",13.12,,2026-01-27
SETF10GILT,Nifty 10 yr Benchmark G-Sec Index,-0.34,"16,625",258.02,GSEC,2026-01-27
CONSUMIETF,Nifty India Consumption Index,-0.36,"50,262",119.00,FMCG,2026-01-27
INTERNET,Equity Index,-0.39,"2,20,842",12.68,,2026-01-27
GSEC5IETF,Nifty 5 yr Benchmark G-Sec Index,-0.42,"14,003",63.72,GSEC,2026-01-27
CONSUMER,Nifty India New AgeConsumption,-0.46,"3,73,921",10.88,FMCG,2026-01-27
HEALTHADD,DSP Nifty Healthcare ETF,-0.50,"3,083",142.25,HEALTHCARE,2026-01-27
MON100,Nasdaq100,-0.52,"13,04,941",236.65,NASDAQ,2026-01-27
CONSUMBEES,Nifty India Consumption TRI,-0.53,"1,66,179",127.61,FMCG,2026-01-27
DIVOPPBEES,Nifty Dividend Opportunities 50 TRI,-0.57,"1,13,205",82.51,DIVIDEND,2026-01-27
HDFCGROWTH,HDFC NIFTY Growth Sectors 15 ETF,-0.59,"17,244",126.37,GROWTH,2026-01-27
SDL26BEES,Nifty SDL Apr 2026 Top 20 Equal Weight Index,-0.60,"38,865",135.13,,2026-01-27
GILT5BETA,UTI Nifty 5 yr Benchmark G-Sec ETF,-0.63,452,63.34,GSEC,2026-01-27
VAL30IETF,Nifty200 Value 30 Index,-0.67,"3,30,311",14.90,VALUE,2026-01-27
MOMGF,Nifty India Manufacturing Total Return Index,-0.69,"1,219",146.83,MANUFACTURING,2026-01-27
AUTOBEES,Nifty Auto TRI,-0.75,"5,08,290",273.10,AUTO,2026-01-27
HDFCBSE500,HDFC S&P BSE 500 ETF,-0.76,"69,518",36.69,,2026-01-27
AUTOIETF,Nifty Auto Index,-0.83,"11,96,625",27.34,AUTO,2026-01-27
SBIETFCON,Nifty India Consumption Index,-0.84,"17,710",118.12,FMCG,2026-01-27
QUALITY30,Nifty200 Quality 30 Index,-0.89,"13,807",21.11,QUALITY,2026-01-27
AXISCETF,NIFTY India Consumption Index,-0.94,"2,443",117.50,FMCG,2026-01-27
CONS,Kotak Nifty India Consumption ETF,-1.03,"6,195",117.69,FMCG,2026-01-27
MASPTOP50,S&P 500 Top 50 Total Return Index,-1.26,"6,19,428",70.40,,2026-01-27
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,-1.49,"2,86,483",21.09,LOW_VOLATILITY,2026-01-27
FINIETF,ICICI Prudential Nifty Financial Services Ex-Bank ETF,-1.51,"5,69,260",30.64,FINANCIAL_SERVICES,2026-01-27
SNXT50BETA,BSE Sensex Next 50,-3.12,"46,400",91.10,SENSEX,2026-01-27
