SYMBOL,UNDERLYING_ASSET,%CHNG,VOLUME,LTP,CATEGORY,DATE
BBNPNBETF,Baroda BNP Paribas NIFTY Bank ETF,-0.21,323,61.62,NIFTY_BANK,2026-02-22
GILT5YBEES,Nifty 5 yr Benchmark G-Sec Index,-0.22,"2,51,103",64.33,GSEC,2026-02-22
GROWWMC150,Nifty Midcap 150 Index - TRI,-0.23,"18,566",218.14,NIFTY_MIDCAP,2026-02-22
MOMIDMTM,Nifty Midcap 150 Momentum 50 Total Return Index,-0.27,"51,243",63.11,NIFTY_MIDCAP,2026-02-22
LTGILTBEES,NIFTY 8-13 yr G-Sec Index,-0.27,"13,15,435",29.29,GSEC,2026-02-22
TOP15IETF,Nifty Top 15 Equal Weight Index,-0.28,"20,101",10.72,,2026-02-22
MOHEALTH,Motilal Oswal S&P BSE Healthcare ETF,-0.30,"44,607",43.69,HEALTHCARE,2026-02-22
GSEC10YEAR,Mirae Asset Nifty 8-13 yr G-Sec ETF,-0.30,924,29.81,GSEC,2026-02-22
SMALLADD,Nifty Smallcap 250 Index,-0.31,"15,626",16.00,SMALLCAP,2026-02-22
GROWWSC250,Nifty Smallcap 250 Index - TRI,-0.32,"1,50,412",9.22,SMALLCAP,2026-02-22
GSEC10IETF,ICICI Prudential Nifty 10 yr Benchmark G-Sec ETF,-0.34,511,259.50,GSEC,2026-02-22
LICNMID100,LIC MF Nifty Midcap 100 ETF,-0.35,"2,537",59.73,NIFTY_MIDCAP,2026-02-22
LOWVOL1,Kotak Nifty 100 Low Vol 30 ETF,-0.37,"62,231",21.49,LOW_VOLATILITY,2026-02-22
EBBETF0431,Nifty BHARAT Bond,-0.38,"3,504","1,398.00",,2026-02-22
BSLSENETFG,BSE SENSEX Index,-0.42,"1,044",82.75,SENSEX,2026-02-22
HEALTHADD,DSP Nifty Healthcare ETF,-0.48,392,146.56,HEALTHCARE,2026-02-22
NEXT50ETF,Nifty Next 50 Index,-0.51,"4,947",70.50,NIFTY_NEXT_50,2026-02-22
HNGSNGBEES,Hang Seng Index,-0.63,"88,378",536.88,,2026-02-22
SBIETFIT,Nifty IT Index,-0.63,"24,992",354.71,IT,2026-02-22
GROWWMOM50,Nifty 500 Momentum 50 Index- Total Return Index,-0.67,"47,034",10.41,NIFTY_50,2026-02-22
TNIDETF,Nifty India Digital Index,-0.69,"97,105",86.30,DIGITAL,2026-02-22
NV20,Nifty50 Value 20,-0.74,"15,431",151.79,NIFTY_50,2026-02-22
ITBETA,UTI Nifty IT ETF,-0.74,"3,731",334.45,IT,2026-02-22
GSEC10ABSL,CRISIL 10 Year Gilt ETF,-0.78,34,110.12,GSEC,2026-02-22
SENSEXBETA,SENSEX,-0.78,"2,892",903.00,SENSEX,2026-02-22
HDFCNIFIT,HDFC NIFTY IT ETF,-0.84,"4,75,184",34.03,IT,2026-02-22
ITBEES,Nifty IT TRI,-0.87,"2,70,58,853",35.40,IT,2026-02-22
ABSLMSCIN,MSCI India Index,-0.95,"4,841",30.09,,2026-02-22
TECH,Nifty IT TRI Index,-0.97,"54,357",34.66,IT,2026-02-22
ITETF,Mirae Asset Nifty IT ETF,-0.97,"6,31,725",33.68,IT,2026-02-22
ITIETF,Nifty IT Index,-1.01,"19,84,432",35.35,IT,2026-02-22
QUALITY30,Nifty200 Quality 30 Index,-1.13,"43,409",20.94,QUALITY,2026-02-22
AXISTECETF,NIFTY IT Index,-1.17,"7,045",350.26,IT,2026-02-22
MOSERVICE,Nifty Services Sector Total Return Index,-1.20,"1,551",33.04,SERVICES,2026-02-22
MON100,Nasdaq100,-1.44,"10,86,458",226.18,NASDAQ,2026-02-22
IT,NIFTY IT Index,-1.50,"7,07,417",35.38,IT,2026-02-22
LICNETFSEN,SENSEX,-1.63,-,921.36,SENSEX,2026-02-22
