sym,family,cell,params,n,net,avg,wr,tr_n,tr_net,tr_avg,va_n,va_net,va_avg,maxdd,yrs_pos,tr_avg_2x,va_net_2x
USDCHF,MR3,1,"{'sides': 'L', 'rr': 2.5}",35,1.9672184036359577,0.0562062401038845,0.5142857142857142,21,-3.975006034450208,-0.1892860016404861,14,5.942224438086166,0.42444460272044043,-5.55652807245156,4/11,,
USDCHF,MR3,2,"{'sides': 'LS', 'rr': 1.5}",79,-6.633153580488939,-0.0839639693732777,0.4430379746835443,45,-8.997251835910474,-0.1999389296868994,34,2.364098255421534,0.06953230163004512,-12.357187316901655,4/11,,
USDCHF,MR3,3,"{'sides': 'LS', 'rr': 2.5}",79,-6.506386369485478,-0.08235932113272756,0.4430379746835443,45,-10.216076527642947,-0.22702392283650993,34,3.7096901581574686,0.10910853406345496,-13.57601200863413,5/11,,
USDCHF,RNGX,0,"{'sides': 'L', 'rr': 2.0}",136,11.637357947369718,0.08556880843654205,0.40441176470588236,65,13.165139042592918,0.20254060065527565,71,-1.5277810952231996,-0.02151804359469295,-14.040698584651249,7/12,0.19150823961762686,-2.400059695100561
USDCHF,RNGX,1,"{'sides': 'L', 'rr': 3.0}",130,9.662870381249013,0.07432977216345395,0.3769230769230769,61,10.787969985631825,0.1768519669775709,69,-1.1250996043828112,-0.016305791367866827,-11.214935295401016,7/12,0.16278191833425926,-2.1799303727401975
USDCHF,RNGX,2,"{'sides': 'LS', 'rr': 2.0}",242,30.371055345538963,0.12550022870057423,0.41735537190082644,123,14.239837078799859,0.11577103316097447,119,16.131218266739104,0.1355564560230177,-16.013073431538295,6/12,0.11388216626988823,14.63033462976046
USDCHF,RNGX,3,"{'sides': 'LS', 'rr': 3.0}",223,49.556556969580186,0.22222671286807258,0.3991031390134529,113,26.480351213216572,0.2343393912674033,110,23.07620575636361,0.20978368869421463,-14.539915496647332,10/12,0.22094286594179102,21.31577106262582
USDCHF,GAPF,0,{'g_atr': 0.3},113,3.3651667803529524,0.029780236994273915,0.6371681415929203,71,4.504882444333342,0.06344904851173722,42,-1.1397156639803896,-0.027136087237628323,-6.3249146996601535,6/11,0.04721299742510791,-2.17203059764055
USDCHF,GAPF,1,{'g_atr': 0.5},71,0.2682449463187774,0.003778097835475738,0.5915492957746479,56,3.5446468186724713,0.06329726461915128,15,-3.276401872353693,-0.2184267914902462,-8.50063585735045,5/11,0.051216576870844584,-3.4783722335857026
USDCHF,GAPF,2,{'g_atr': 0.8},54,0.7432246541123675,0.013763419520599398,0.5925925925925926,45,3.5033361201526114,0.07785191378116914,9,-2.760111466040244,-0.3066790517822493,-6.727423624466031,5/11,0.0681387654613929,-2.841500946486109
