variant,baseline,qual,sel,t1_mode,runner,max_attempts,n,wr,avg_r,med_r,net_r,pf,maxdd_r,loss_streak,t1_hit_rate,avg_rr_at_t1,t1_fallback_rate,n_long,net_long,n_short,net_short,tr_net,ho_net,tr_avg,ho_avg,r_p10,r_p25,r_p50,r_p75,r_p90,r_max,pct_r_ge2,pct_r_ge3,pct_r_ge5,att1_n,att1_net,att2_n,att2_net,att3_n,att3_net,tod_asia_n,tod_asia_net,tod_london_n,tod_london_net,tod_ny_n,tod_ny_net,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y2026,avg_r_2x,net_r_2x,ho_net_2x,avg_r_3x,net_r_3x,verdict,failed
Qfullcandle-Srecent-T1m1k5-Rchand-A3,0,fullcandle,recent,m1k5,chand,3,11576,0.2038,-0.1724,-1.0000,-1996.0533,0.7838,-2103.6289,53,0.1907,3.3632,0.0075,5293,-782.7816,6283,-1213.2717,-1741.0631,-254.9902,-0.1745,-0.1595,-1.0000,-1.0000,-1.0000,-1.0000,2.5489,40.0546,0.1231,0.0822,0.0337,4173,-613.5178,3839,-772.4653,3564,-610.0702,4569,-828.0256,3060,-766.1079,3947,-401.9198,6.5900,-137.7600,-78.6100,5.6700,-54.9900,51.8000,-91.2300,-70.4000,-141.9700,-183.2300,-185.2100,-272.6100,-112.0800,-139.4500,-127.0600,-210.5000,-99.6300,-148.7400,-6.6200,-0.3399,-3934.5440,-419.3457,-0.4431,-5128.4147,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m15k2-Rsess-A1,0,fullcandle,recent,m15k2,sess,1,4106,0.1296,-0.0737,-1.0000,-302.7813,0.9155,-433.7274,42,0.0977,6.9616,0.0000,1906,93.3576,2200,-396.1388,-233.5963,-69.1850,-0.0660,-0.1220,-1.0000,-1.0000,-1.0000,-1.0000,3.1162,28.3843,0.1181,0.1013,0.0667,4106,-302.7813,0,0.0000,0,0.0000,1784,-192.3309,1033,-140.9335,1289,30.4831,-56.9500,-0.4700,-3.2800,40.9100,59.2300,44.2600,-1.6000,-4.8400,-15.2200,-78.2000,-48.0400,-102.4400,60.0700,-38.6100,-23.7400,-64.6600,27.8900,-63.6500,-33.4300,-0.2575,-1057.4222,-129.9430,-0.3717,-1526.0212,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m15k2-Rsess-A3,0,fullcandle,recent,m15k2,sess,3,10941,0.1222,-0.1141,-1.0000,-1248.8834,0.8702,-1303.1683,76,0.0928,7.0486,0.0001,4952,-363.9954,5989,-884.8880,-1123.5273,-125.3561,-0.1191,-0.0832,-1.0000,-1.0000,-1.0000,-1.0000,2.6132,43.5229,0.1090,0.0943,0.0649,4002,-300.2283,3626,-567.4709,3313,-381.1842,4461,-487.5134,2967,-589.9510,3513,-171.4190,-59.1400,-112.7000,-100.1800,-18.5700,50.2800,125.6400,-19.5300,-58.5100,-51.6800,-138.0000,-118.6400,-208.6300,-37.1000,-56.6800,-97.9400,-222.1300,-55.8000,-56.1700,-13.3900,-0.2918,-3192.2437,-283.2982,-0.4013,-4390.3994,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m15k2-Rnone-A1,0,fullcandle,recent,m15k2,none,1,4177,0.1293,-0.0956,-1.0000,-399.1921,0.8905,-486.9985,42,0.0970,6.9386,0.0000,1937,3.2757,2240,-402.4678,-313.4308,-85.7613,-0.0870,-0.1489,-1.0000,-1.0000,-1.0000,-1.0000,3.3576,25.8823,0.1192,0.1046,0.0697,4177,-399.1921,0,0.0000,0,0.0000,1789,-243.0335,1043,-164.8427,1345,8.6841,-50.2600,-12.2200,6.0800,28.7600,33.3200,34.9400,-4.3200,1.5900,-26.8000,-69.2600,-57.2200,-96.8700,49.4000,-45.2200,-48.5700,-56.7600,36.0600,-80.1900,-41.6300,-0.2750,-1148.7765,-146.9509,-0.3864,-1613.9917,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m15k2-Rnone-A3,0,fullcandle,recent,m15k2,none,3,11459,0.1238,-0.1336,-1.0000,-1530.5772,0.8479,-1605.1653,76,0.0914,6.9918,0.0002,5219,-522.6719,6240,-1007.9053,-1385.9655,-144.6117,-0.1402,-0.0918,-1.0000,-1.0000,-1.0000,-1.0000,2.8490,47.0657,0.1108,0.0979,0.0653,4177,-399.1921,3795,-665.7787,3487,-465.6064,4489,-589.2412,3028,-665.7948,3942,-275.5412,-42.3700,-109.6400,-124.2300,-22.8600,-7.2900,100.7900,-26.3300,-45.0000,-93.3000,-160.3500,-143.4700,-218.4700,-66.8900,-81.8900,-130.1800,-214.5000,-53.2500,-80.5400,-10.8200,-0.3069,-3517.1124,-307.6751,-0.4139,-4741.9018,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m15k2-Rchand-A1,0,fullcandle,recent,m15k2,chand,1,4173,0.1292,-0.0969,-1.0000,-404.3771,0.8890,-499.7275,42,0.0966,6.9506,0.0000,1935,9.7937,2238,-414.1708,-322.2683,-82.1089,-0.0896,-0.1426,-1.0000,-1.0000,-1.0000,-1.0000,3.3246,27.5313,0.1184,0.1050,0.0683,4173,-404.3771,0,0.0000,0,0.0000,1789,-257.9283,1043,-152.7906,1341,6.3417,-50.2300,-14.9900,3.5400,33.7800,36.3800,37.7500,-5.3100,5.6700,-28.8200,-67.9700,-60.2800,-102.6800,46.7300,-49.1000,-48.4200,-58.3200,37.3500,-77.2000,-42.2500,-0.2758,-1150.8238,-143.6023,-0.3869,-1614.4761,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1m15k2-Rchand-A3,0,fullcandle,recent,m15k2,chand,3,11440,0.1240,-0.1358,-1.0000,-1553.7616,0.8453,-1626.0081,76,0.0914,6.9827,0.0003,5210,-512.5976,6230,-1041.1640,-1408.5702,-145.1914,-0.1428,-0.0921,-1.0000,-1.0000,-1.0000,-1.0000,2.8619,45.5934,0.1100,0.0979,0.0650,4172,-397.5346,3789,-661.8366,3479,-494.3904,4486,-629.2577,3030,-627.2815,3924,-297.2224,-42.5000,-114.3200,-126.3500,-16.1600,-11.5600,105.3400,-25.3200,-64.3300,-89.3900,-160.1900,-135.3600,-217.4300,-71.4900,-89.1400,-131.3800,-218.9900,-53.7100,-78.1600,-13.3200,-0.3087,-3531.5575,-307.5059,-0.4153,-4750.7457,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr3-Rsess-A1,0,fullcandle,recent,rr3,sess,1,4112,0.2218,-0.1552,-1.0000,-638.2656,0.8009,-655.6121,29,0.2169,3.0000,0.0000,1908,-98.4059,2204,-539.8597,-556.6800,-81.5856,-0.1571,-0.1436,-1.0000,-1.0000,-1.0000,-1.0000,2.2427,17.3512,0.1846,0.0559,0.0173,4112,-638.2656,0,0.0000,0,0.0000,1784,-324.8091,1033,-192.0034,1295,-121.4531,-9.0900,-33.3700,-9.5200,-22.0500,16.5500,6.7900,-36.4600,-53.7900,-51.6400,-74.4800,-80.8600,-95.9300,-1.6600,-46.1100,-28.0400,-37.0300,-10.5200,-38.1800,-32.8800,-0.3050,-1253.2064,-131.9709,-0.3970,-1630.3077,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr3-Rsess-A3,0,fullcandle,recent,rr3,sess,3,11058,0.2199,-0.1676,-1.0000,-1853.2315,0.7855,-1865.1486,35,0.2155,3.0000,0.0000,5017,-610.9340,6041,-1242.2976,-1659.9099,-193.3216,-0.1741,-0.1267,-1.0000,-1.0000,-1.0000,-1.0000,2.2287,19.3015,0.1784,0.0540,0.0171,4016,-644.8971,3665,-608.4348,3377,-599.8996,4512,-836.5254,2990,-582.6093,3556,-434.0968,-16.4300,-157.1700,-92.6500,-30.0800,3.9000,30.4900,-96.2900,-132.7100,-126.9100,-187.8200,-196.6700,-221.5800,-79.9300,-96.0900,-89.7200,-170.2500,-79.3700,-87.0000,-26.9500,-0.3235,-3560.5703,-346.1912,-0.4248,-4665.4763,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr3-Rnone-A1,0,fullcandle,recent,rr3,none,1,4176,0.2213,-0.1844,-1.0000,-769.8666,0.7637,-791.8666,29,0.2165,3.0000,0.0000,1937,-203.5695,2239,-566.2971,-670.1641,-99.7025,-0.1862,-0.1731,-1.0000,-1.0000,-1.0000,-1.0000,2.7745,2.9950,0.2172,0.0000,0.0000,4176,-769.8666,0,0.0000,0,0.0000,1789,-375.0343,1042,-222.5244,1345,-172.3078,6.0700,-50.7800,-0.4600,-23.3900,-16.1400,-13.7800,-47.8500,-56.2100,-69.0900,-73.5600,-99.5700,-88.5700,-13.7200,-41.0400,-56.7200,-25.3600,-4.8600,-53.4700,-41.3700,-0.3254,-1358.9027,-151.3411,-0.4150,-1733.0912,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr3-Rnone-A3,0,fullcandle,recent,rr3,none,3,11741,0.2213,-0.1858,-1.0000,-2180.9353,0.7619,-2209.5359,35,0.2166,3.0000,0.0000,5385,-784.5472,6356,-1396.3881,-1976.6200,-204.3153,-0.1952,-0.1267,-1.0000,-1.0000,-1.0000,-1.0000,2.7629,2.9950,0.2171,0.0000,0.0000,4176,-769.8666,3885,-711.6858,3680,-699.3830,4663,-1009.6924,3080,-659.2402,3998,-512.0027,-31.5400,-174.9700,-79.2300,-17.3700,-61.0700,1.8600,-129.2400,-140.2600,-166.9500,-207.3600,-227.4100,-241.3000,-114.7900,-121.0500,-115.6800,-150.2600,-102.5200,-73.1500,-28.6500,-0.3399,-3973.5050,-370.1226,-0.4370,-5082.8163,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr3-Rchand-A1,0,fullcandle,recent,rr3,chand,1,4174,0.2211,-0.1825,-1.0000,-761.6929,0.7661,-780.9967,29,0.2161,3.0000,0.0000,1936,-194.6067,2238,-567.0863,-665.8750,-95.8180,-0.1851,-0.1664,-1.0000,-1.0000,-1.0000,-1.0000,2.6791,8.5628,0.2058,0.0556,0.0019,4174,-761.6929,0,0.0000,0,0.0000,1789,-390.4471,1042,-222.3580,1343,-148.8878,2.3900,-46.3100,-6.0500,-18.6500,-11.6600,-6.7600,-41.3000,-53.2800,-69.9800,-78.4100,-94.4900,-93.1900,-14.3700,-48.7700,-56.5100,-28.5400,-4.1400,-52.8000,-38.8700,-0.3266,-1363.3468,-148.8099,-0.4162,-1737.1831,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr3-Rchand-A3,0,fullcandle,recent,rr3,chand,3,11670,0.2243,-0.1762,-1.0000,-2056.3483,0.7732,-2099.9817,35,0.2191,3.0000,0.0000,5345,-698.6153,6325,-1357.7330,-1831.3349,-225.0134,-0.1819,-0.1404,-1.0000,-1.0000,-1.0000,-1.0000,2.6447,9.3960,0.2052,0.0517,0.0027,4173,-762.5593,3870,-667.2277,3627,-626.5613,4617,-976.2725,3070,-615.2981,3983,-464.7777,3.0800,-168.4200,-85.5900,0.4500,-35.6800,18.4900,-109.3000,-137.7900,-151.0700,-222.2000,-206.3100,-243.8700,-109.5200,-123.4000,-109.4500,-150.7400,-92.8100,-100.8200,-31.3800,-0.3351,-3898.9421,-397.1093,-0.4342,-5034.4390,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr5-Rsess-A1,0,fullcandle,recent,rr5,sess,1,4106,0.1605,-0.1030,-1.0000,-422.9454,0.8776,-465.3370,32,0.1442,5.0000,0.0000,1906,21.0891,2200,-444.0345,-360.1974,-62.7480,-0.1018,-0.1107,-1.0000,-1.0000,-1.0000,-1.0000,3.7571,18.9512,0.1529,0.1476,0.0443,4106,-422.9454,0,0.0000,0,0.0000,1784,-243.0367,1033,-163.5737,1289,-16.3350,6.2800,-15.3400,-29.8000,25.8600,6.7200,16.4300,-20.4400,-17.6300,-24.8300,-87.2200,-60.2900,-88.7300,42.1200,-45.1200,-14.9600,-53.2800,-2.3500,-25.8100,-34.5800,-0.2547,-1045.3652,-103.7152,-0.3621,-1486.4689,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr5-Rsess-A3,0,fullcandle,recent,rr5,sess,3,10951,0.1550,-0.1366,-1.0000,-1495.5738,0.8387,-1576.6855,38,0.1392,5.0000,0.0000,4958,-475.4377,5993,-1020.1361,-1332.4591,-163.1147,-0.1411,-0.1083,-1.0000,-1.0000,-1.0000,-1.0000,3.7164,24.1047,0.1470,0.1428,0.0431,4004,-413.3192,3630,-545.4272,3317,-536.8274,4471,-642.7735,2974,-591.7072,3506,-261.0931,37.2000,-128.0200,-117.1400,22.2100,-21.8300,53.9000,-76.0000,-106.0200,-78.3700,-154.0500,-147.9700,-184.3200,-39.4200,-103.5900,-83.3100,-205.7200,-72.2500,-67.7100,-23.1500,-0.2962,-3237.6988,-311.6955,-0.4008,-4378.3519,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr5-Rnone-A1,0,fullcandle,recent,rr5,none,1,4176,0.1602,-0.1310,-1.0000,-547.1740,0.8443,-603.8815,32,0.1434,5.0000,0.0000,1937,-82.1791,2239,-464.9949,-467.4441,-79.7299,-0.1298,-0.1384,-1.0000,-1.0000,-1.0000,-1.0000,4.6712,4.9950,0.1525,0.1468,0.0000,4176,-547.1740,0,0.0000,0,0.0000,1789,-297.9194,1042,-208.3887,1345,-40.8659,26.1300,-30.3300,-20.7900,23.2800,-33.0500,-2.0800,-28.4100,-11.1400,-39.1100,-87.5200,-72.7900,-82.8200,27.4100,-54.0800,-38.5600,-43.5700,-0.4400,-35.7800,-43.5100,-0.2727,-1138.5897,-115.5269,-0.3754,-1567.0037,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr5-Rnone-A3,0,fullcandle,recent,rr5,none,3,11549,0.1573,-0.1506,-1.0000,-1738.8255,0.8216,-1846.6647,38,0.1398,5.0000,0.0000,5272,-601.6468,6277,-1137.1786,-1546.1740,-192.6515,-0.1551,-0.1221,-1.0000,-1.0000,-1.0000,-1.0000,4.6430,5.9331,0.1483,0.1435,0.0001,4176,-547.1740,3824,-641.8620,3549,-549.7894,4544,-797.4678,3057,-621.5644,3948,-319.7932,66.4300,-146.1400,-139.9200,17.1700,-63.7000,41.3700,-104.3500,-88.4600,-92.1700,-177.3200,-164.3200,-182.1600,-63.4900,-130.9500,-119.7000,-198.4900,-74.4300,-85.7600,-32.4600,-0.3087,-3551.4401,-353.4775,-0.4095,-4693.7465,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr5-Rchand-A1,0,fullcandle,recent,rr5,chand,1,4173,0.1601,-0.1333,-1.0000,-556.4079,0.8416,-610.1424,32,0.1435,5.0000,0.0000,1936,-85.4568,2237,-470.9511,-479.1957,-77.2121,-0.1332,-0.1340,-1.0000,-1.0000,-1.0000,-1.0000,4.3879,10.1628,0.1524,0.1469,0.0326,4173,-556.4079,0,0.0000,0,0.0000,1789,-311.4577,1041,-204.5449,1343,-40.4053,21.5600,-28.1800,-25.5700,25.6100,-27.0200,5.2800,-27.2500,-15.0000,-39.2200,-89.2700,-74.4300,-86.6800,23.8600,-58.3800,-40.5700,-43.9500,2.2800,-38.7500,-40.7400,-0.2779,-1159.3096,-113.2982,-0.3782,-1577.4148,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Srecent-T1rr5-Rchand-A3,0,fullcandle,recent,rr5,chand,3,11518,0.1579,-0.1507,-1.0000,-1735.2774,0.8214,-1857.2462,38,0.1406,5.0000,0.0000,5263,-603.5408,6255,-1131.7366,-1534.2364,-201.0410,-0.1543,-0.1276,-1.0000,-1.0000,-1.0000,-1.0000,4.3283,10.9960,0.1488,0.1441,0.0318,4172,-555.7515,3817,-649.7046,3529,-529.8213,4528,-778.6638,3050,-610.7243,3940,-345.8894,76.5400,-138.6900,-134.0300,28.6300,-52.8500,56.4500,-97.0200,-102.7900,-98.4900,-187.1400,-155.8700,-192.6900,-80.0100,-132.0800,-130.8200,-193.3700,-81.0500,-95.7100,-24.2800,-0.3078,-3535.6289,-353.0116,-0.4113,-4707.5132,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m1k5-Rsess-A1,0,fullcandle,first,m1k5,sess,1,4110,0.1964,-0.1166,-1.0000,-479.1351,0.8553,-559.3913,33,0.1827,3.7187,0.0002,1907,-80.8806,2203,-398.2545,-368.2183,-110.9168,-0.1040,-0.1949,-1.0000,-1.0000,-1.0000,-1.0000,2.7012,19.9252,0.1273,0.0922,0.0423,4110,-479.1351,0,0.0000,0,0.0000,1783,-201.6549,1034,-199.9688,1293,-77.5115,-8.9500,-20.8500,7.2600,36.5300,44.9300,13.5900,-31.3500,-20.7700,-41.2500,-77.4400,-62.9500,-89.8000,15.7700,-58.5800,-12.0300,-62.3300,-16.1300,-60.6300,-34.1600,-0.2880,-1183.5972,-163.5927,-0.3959,-1627.2471,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m1k5-Rsess-A3,0,fullcandle,first,m1k5,sess,3,11004,0.2117,-0.1405,-1.0000,-1546.3752,0.8219,-1604.4172,53,0.1992,3.2313,0.0095,4991,-578.5041,6013,-967.8712,-1376.0547,-170.3206,-0.1452,-0.1118,-1.0000,-1.0000,-1.0000,-1.0000,2.3887,38.8361,0.1165,0.0802,0.0365,4015,-454.1032,3647,-680.2641,3342,-412.0079,4466,-555.4596,2981,-699.3942,3557,-291.5215,-29.7600,-125.6200,-54.6600,-13.5700,13.7500,77.3400,-57.6400,-64.0400,-91.7900,-149.4800,-157.3000,-228.7500,-68.4500,-128.6200,-113.6000,-183.8600,-75.3900,-89.6900,-5.2400,-0.3104,-3415.0750,-330.4462,-0.4150,-4563.3046,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m1k5-Rnone-A1,0,fullcandle,first,m1k5,none,1,4177,0.1963,-0.1390,-1.0000,-580.4257,0.8275,-629.5579,33,0.1819,3.7207,0.0002,1937,-172.1344,2240,-408.2913,-457.9812,-122.4445,-0.1272,-0.2126,-1.0000,-1.0000,-1.0000,-1.0000,2.8743,17.3121,0.1391,0.0948,0.0376,4177,-580.4257,0,0.0000,0,0.0000,1788,-244.0520,1043,-236.4055,1346,-99.9682,5.6300,-28.1300,14.9800,23.8800,12.6100,4.2100,-40.7200,-17.7600,-58.8300,-69.9500,-78.3100,-86.5700,5.4400,-66.1900,-26.7800,-51.5100,-12.3000,-72.6400,-37.5000,-0.3057,-1277.0028,-174.8609,-0.4108,-1715.9070,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m1k5-Rnone-A3,0,fullcandle,first,m1k5,none,3,11580,0.2130,-0.1610,-1.0000,-1864.8312,0.7957,-1954.1212,53,0.1994,3.2364,0.0115,5287,-760.7769,6293,-1104.0543,-1649.8664,-214.9648,-0.1652,-0.1348,-1.0000,-1.0000,-1.0000,-1.0000,2.5658,41.2071,0.1275,0.0800,0.0304,4177,-580.4257,3834,-798.5121,3569,-485.8934,4556,-724.2734,3060,-778.0614,3964,-362.4964,10.2700,-120.2500,-73.0300,7.8600,-47.6400,30.4000,-87.7100,-64.5300,-125.7000,-163.5400,-197.2100,-262.8600,-107.6800,-151.9200,-116.5400,-179.7900,-82.2800,-125.8400,-6.8400,-0.3268,-3784.7119,-378.8571,-0.4292,-4969.1667,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m1k5-Rchand-A1,0,fullcandle,first,m1k5,chand,1,4174,0.1962,-0.1404,-1.0000,-586.1204,0.8257,-633.4170,33,0.1818,3.7156,0.0002,1936,-163.8159,2238,-422.3045,-463.8819,-122.2385,-0.1289,-0.2122,-1.0000,-1.0000,-1.0000,-1.0000,2.8546,17.0864,0.1358,0.0956,0.0386,4174,-586.1204,0,0.0000,0,0.0000,1788,-256.3818,1043,-230.9019,1343,-98.8367,4.3500,-25.5800,11.5800,24.1700,14.5900,6.8300,-32.9700,-19.2000,-60.3200,-75.5200,-77.9000,-90.6200,8.5300,-69.9700,-29.9600,-51.8900,-9.9900,-73.6400,-38.6100,-0.3070,-1281.3181,-175.2065,-0.4119,-1719.1401,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m1k5-Rchand-A3,0,fullcandle,first,m1k5,chand,3,11551,0.2126,-0.1617,-1.0000,-1868.3048,0.7948,-1966.7522,53,0.1989,3.2245,0.0097,5277,-739.9632,6274,-1128.3415,-1657.0561,-211.2486,-0.1664,-0.1326,-1.0000,-1.0000,-1.0000,-1.0000,2.5452,40.0546,0.1251,0.0808,0.0314,4173,-593.5909,3829,-769.8896,3549,-504.8243,4537,-734.3198,3055,-758.8750,3959,-375.1099,13.5600,-129.8000,-80.3400,-4.2300,-45.2500,43.9600,-85.2800,-63.2400,-127.9400,-172.7200,-185.5800,-263.1800,-89.9000,-151.3200,-127.2300,-188.5800,-86.1900,-121.6600,-3.3900,-0.3275,-3783.3238,-373.5299,-0.4298,-4963.8721,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m15k2-Rsess-A1,0,fullcandle,first,m15k2,sess,1,4105,0.1342,-0.0779,-1.0000,-319.7969,0.9103,-455.6066,42,0.1013,6.7012,0.0000,1906,62.1819,2199,-381.9788,-241.7918,-78.0051,-0.0683,-0.1376,-1.0000,-1.0000,-1.0000,-1.0000,3.1187,28.3843,0.1191,0.1013,0.0658,4105,-319.7969,0,0.0000,0,0.0000,1783,-196.1250,1033,-137.8321,1289,14.1601,-43.6800,-0.3200,3.8500,36.4800,56.6000,36.1900,-0.2700,-8.3500,-10.6400,-81.6800,-47.2000,-92.7400,50.1500,-41.0200,-36.7700,-62.3700,22.3100,-59.1500,-41.1700,-0.2562,-1051.8852,-134.3389,-0.3682,-1511.6309,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m15k2-Rsess-A3,0,fullcandle,first,m15k2,sess,3,10883,0.1285,-0.0969,-1.0000,-1054.1876,0.8890,-1098.9908,76,0.0979,6.8133,0.0003,4922,-317.8540,5961,-736.3336,-958.6594,-95.5283,-0.1021,-0.0639,-1.0000,-1.0000,-1.0000,-1.0000,2.7700,43.5229,0.1129,0.0967,0.0649,3993,-307.7098,3605,-587.2456,3285,-159.2323,4413,-317.0281,2949,-585.4786,3521,-151.6809,-59.9200,-103.4000,-88.9400,-24.2400,55.2100,136.0500,-18.8200,-29.0600,-17.4700,-121.0800,-126.4500,-163.7100,-23.0500,-86.4600,-116.6300,-170.6900,-52.7800,-35.1700,-7.5900,-0.2735,-2976.0538,-248.7414,-0.3835,-4173.1470,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m15k2-Rnone-A1,0,fullcandle,first,m15k2,none,1,4177,0.1341,-0.0944,-1.0000,-394.1243,0.8913,-496.8064,42,0.1006,6.6815,0.0000,1937,-14.5854,2240,-379.5389,-299.0766,-95.0476,-0.0831,-0.1650,-1.0000,-1.0000,-1.0000,-1.0000,3.3576,25.8823,0.1204,0.1049,0.0687,4177,-394.1243,0,0.0000,0,0.0000,1788,-235.9911,1043,-154.7451,1346,-3.3881,-35.1800,-12.0700,15.5000,25.7700,30.0000,32.8900,-1.8500,-2.3100,-20.9700,-73.1600,-57.2500,-87.2700,40.8600,-44.1500,-55.6500,-54.2400,28.9900,-76.2300,-47.8100,-0.2701,-1128.3754,-151.2894,-0.3803,-1588.6447,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m15k2-Rnone-A3,0,fullcandle,first,m15k2,none,3,11423,0.1301,-0.1170,-1.0000,-1336.5767,0.8657,-1413.9324,76,0.0962,6.7534,0.0003,5200,-466.9693,6223,-869.6074,-1242.2802,-94.2965,-0.1261,-0.0601,-1.0000,-1.0000,-1.0000,-1.0000,3.0400,47.0657,0.1145,0.1004,0.0658,4177,-394.1243,3783,-693.2676,3463,-249.1848,4448,-415.7553,3020,-679.1749,3955,-241.6465,-44.3500,-102.7800,-112.5500,-29.4100,1.2900,100.3900,-23.0000,-21.1700,-68.6000,-137.3700,-150.7100,-177.4800,-45.1100,-106.0000,-145.2200,-180.2200,-42.3800,-49.4300,-2.4800,-0.2889,-3299.6121,-254.5777,-0.3961,-4524.0126,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m15k2-Rchand-A1,0,fullcandle,first,m15k2,chand,1,4173,0.1340,-0.0969,-1.0000,-404.1952,0.8884,-511.0859,42,0.1002,6.6918,0.0000,1935,-11.6680,2238,-392.5272,-312.8115,-91.3837,-0.0870,-0.1587,-1.0000,-1.0000,-1.0000,-1.0000,3.3352,27.5313,0.1196,0.1052,0.0673,4173,-404.1952,0,0.0000,0,0.0000,1788,-252.5677,1043,-145.6157,1342,-6.0119,-35.7800,-14.8400,12.1300,29.2600,33.0900,34.6400,-2.3200,1.9500,-23.1000,-71.6400,-60.1600,-93.1600,38.2600,-48.2800,-56.9300,-55.9300,30.1800,-73.1900,-48.3700,-0.2717,-1133.9818,-147.8909,-0.3815,-1591.9754,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1m15k2-Rchand-A3,0,fullcandle,first,m15k2,chand,3,11404,0.1301,-0.1189,-1.0000,-1355.8618,0.8635,-1432.7616,76,0.0963,6.7419,0.0004,5191,-457.4716,6213,-898.3902,-1261.1951,-94.6667,-0.1282,-0.0603,-1.0000,-1.0000,-1.0000,-1.0000,3.0243,45.5934,0.1136,0.1004,0.0657,4172,-397.3527,3777,-677.1953,3455,-281.3138,4444,-455.7349,3024,-636.1806,3936,-263.9463,-43.6000,-107.7400,-113.6800,-23.6400,-2.6000,106.1300,-22.6000,-39.3600,-62.7500,-138.3600,-142.5200,-174.4600,-49.9700,-113.0200,-147.3500,-185.6600,-45.3000,-45.6300,-3.7300,-0.2906,-3314.3677,-254.2274,-0.3976,-4533.6069,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
Qfullcandle-Sfirst-T1rr3-Rsess-A1,0,fullcandle,first,rr3,sess,1,4111,0.2235,-0.1527,-1.0000,-627.9419,0.8036,-649.8171,23,0.2167,3.0000,0.0000,1908,-90.1400,2203,-537.8019,-547.4706,-80.4713,-0.1545,-0.1417,-1.0000,-1.0000,-1.0000,-1.0000,2.2487,17.3512,0.1885,0.0567,0.0173,4111,-627.9419,0,0.0000,0,0.0000,1782,-307.4311,1033,-201.1967,1296,-119.3141,-4.5800,-33.2200,-9.0400,-26.2800,19.7500,11.1400,-27.3300,-50.4100,-50.0300,-83.9900,-76.6700,-87.4500,-4.1600,-47.1300,-35.2800,-42.7900,-10.1500,-34.7000,-35.6200,-0.2964,-1217.6727,-127.2491,-0.3898,-1600.5137,reject,"avg>=0.05,train+,holdout+,2x_cost_avg>0"
